RT_NM,STP_NM,RT_LINK,RT_DIR,RT_GRP,RT_NUM
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd s/of Valleyway Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd s/of Roundstone Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd w/of Williams Pky W,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd e/of Chudleigh Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd e/of Georgian Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd btwn Georgian Rd &amp; Ashby Field Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter e/of Ashby Field Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd btwn Ashby Field Rd and Bovaird Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,James Potter Rd s/of Bovaird Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,Creditview Rd s/of Lagerfeld Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,Creditview Rd s/of Ganton Heights,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,Ganton Heights opp Bevington Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,Ganton Heights w/of Commuter Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-north-mount-pleasant-village-route-,Mount Pleasant Village - Route 6 Stop,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-north-mount-pleasant-village-route-/1#trips,North,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Mount Pleasant Village - Route 6 Stop,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Bleasdale Ave s/of Clenston Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Commuter Dr n/of Signal Lane,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Ganton Heights e/of Bevington Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Ganton Heights e/of Stemford Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Creditview Rd s/of Veterans Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Creditview Rd n/of Lagerfeld Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Bovaird Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd btwn Bovaird Dr and Ashby Field Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd n/of Ashby Field Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd w/of Alister Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd w/of Creditview Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd w/of Bonavista Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd at Williams Pky E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd opp Roundstone Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd n/of Valleyway Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd opp Kirkbridge Crt,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd opp Richmead Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd n/of Antibes Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Daviselm Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Queen St W,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Borrelli Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Beechmont Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd btwn Beechmont &amp; Bonnie Braes,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Bonnie Braes Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Arrowpoint Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd s/of Leadership Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd n/of Dusk Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd n/of Fahey Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd opp Young Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd at Solidarity Crt,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd opp Pefferlaw Cir,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,James Potter Rd at Krakow St,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Steeles Ave btwn Clementine Dr and Mavis Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Steeles Ave w/of Mavis Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Mavis Rd s/of Clementine Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Mavis Rd s/of Ray Lawson Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Mavis Rd s/of Knotty Pines Grove,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Mavis Rd n/of Envoy Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Derry Rd e/of Mavis Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Derry Rd w/of McLaughlin Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Derry Rd w/of St. Barbara Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Derry Rd w/of Maritz Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Derry Rd w/of Hurontario St,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Edwards Blvd btwn Export Blvd &amp; Statesman Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,Edwards Blvd at Statesman Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
6-james-potter-south-hwy-407-park-and-ride,HWY 407 Park and Ride,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/james-potter/1175/6-james-potter-south-hwy-407-park-and-ride/2#trips,South,james-potter,1175
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S n/of Derry Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Gibraltar Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Admiral Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Ambassador Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Courtneypark Dr E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Courtneypark Dr e/of Innovator Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Courtneypark Dr btwn Innovator Dr and Edwards Bl,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Courtneypark Dr at Edwards Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Courtneypark Dr E at Hurontario St,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Hurontario St at Courtneypark Dr - NB (Zum Main),https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Hurontario St n/of Ambassador Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Hurontario St n/of Superior Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Hurontario St n/of Admiral Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Hurontario St at Derry Rd - NB (Zum Main),https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Derry Rd at Edwards Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Derry Rd btwn Edwards Blvd and  Kenderry Gate,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Derry Rd at Kenderry Gate,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S n/of Derry Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Secretariat Crt,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at CAA Centre,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd at 7580 Kennedy Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd at 7725 Kennedy Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S n/of First Gulf Blvd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd s/of Steeles Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S n/of Steeles Ave E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at 370 Kennedy Rd S,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd opp Rambler Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S n/of Rambler Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Glidden Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S opp Tullamore Rd,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Stafford Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S opp Dean St (at 110 Kennedy Rd ),https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S opp Research Rd (at 90 Kennedy Rd ),https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Clarence St,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Eastern Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd S at Queen St E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N opp Church St,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N opp Edgemont Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Centennial Mall,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Vodden St E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Townsend Gate,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Williams Pky E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N n/of Williams Pky E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Rutherford Rd N,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N btwn Rutherford Rd N &amp; Bovaird Dr E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Bovaird Dr E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Notre Dame Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N btwn Notre Dame Ave &amp; Cochrane Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Cochrane Ave,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Heart Lake Medical,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Piedmont Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N n/of Piedmont Dr,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
7-kennedy-north-7a-kennedy-north-heart-lake-termin,Kennedy Rd N at Sandalwood Pky E,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/kennedy/520/7-kennedy-north-7a-kennedy-north-heart-lake-termin/1#trips,North,kennedy,520
