congestion_level,current_status,current_stop_sequence,stop_id,timestamp,latitude,longitude,bearing,odometer,speed,trip_id,start_time,start_date,schedule_relationship,route_id,id,label,license_plate,weather_id,bus_coords,Dist2Sandalwood_Loop,unq_id,timesince
0,1,2,9475,1619810618,43.72092,-79.8083954,210.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.72092, -79.8083954)",0.0700019795934422,16826953-210426-MULTI-Weekday-01_1580,0.0
0,1,2,9475,1619810732,43.72092,-79.8083954,210.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.72092, -79.8083954)",0.0700019795934422,16826953-210426-MULTI-Weekday-01_1580,1.9
0,1,2,9475,1619810791,43.7201424,-79.8095856,270.0,0.0,5.36448,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7201424, -79.8095856)",0.060141719315805385,16826953-210426-MULTI-Weekday-01_1580,2.8833333333333333
0,1,2,9475,1619810848,43.72081,-79.8089447,45.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.72081, -79.8089447)",0.030809612406501524,16826953-210426-MULTI-Weekday-01_1580,3.8333333333333335
0,1,2,9475,1619810906,43.7207832,-79.8089447,45.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7207832, -79.8089447)",0.028150152075969347,16826953-210426-MULTI-Weekday-01_1580,4.8
0,1,2,9475,1619810963,43.7208,-79.8089447,45.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7208, -79.8089447)",0.029810184814872985,16826953-210426-MULTI-Weekday-01_1580,5.75
0,1,2,9475,1619811019,43.7208,-79.8089447,45.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7208, -79.8089447)",0.029810184814872985,16826953-210426-MULTI-Weekday-01_1580,6.683333333333334
0,2,2,9475,1619811108,43.7177773,-79.80325,135.0,0.0,25.92832,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7177773, -79.80325)",0.5634919157580915,16826953-210426-MULTI-Weekday-01_1580,8.166666666666666
0,2,3,9530,1619811347,43.70535,-79.7863541,135.0,0.0,25.92832,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.70535, -79.7863541)",2.4910835377539207,16826953-210426-MULTI-Weekday-01_1580,12.15
0,2,4,9580,1619811390,43.7040825,-79.78463,135.0,0.0,6.25856,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.7040825, -79.78463)",2.688542497017632,16826953-210426-MULTI-Weekday-01_1580,12.866666666666667
0,2,5,9610,1619811485,43.6994,-79.77823,135.0,0.0,1.78816,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6994, -79.77823)",3.4200264956763586,16826953-210426-MULTI-Weekday-01_1580,14.45
0,2,5,9610,1619811539,43.6993332,-79.77814,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6993332, -79.77814)",3.4303875856616677,16826953-210426-MULTI-Weekday-01_1580,15.35
0,2,5,9610,1619811596,43.6969223,-79.774826,135.0,0.0,11.176,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6969223, -79.774826)",3.8081911346732062,16826953-210426-MULTI-Weekday-01_1580,16.3
0,2,6,9650,1619811655,43.6928253,-79.76933,135.0,0.0,6.7056,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6928253, -79.76933)",4.442436112131234,16826953-210426-MULTI-Weekday-01_1580,17.283333333333335
0,2,6,9650,1619811756,43.6875458,-79.7622147,135.0,0.0,21.01088,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6875458, -79.7622147)",5.2618196799771635,16826953-210426-MULTI-Weekday-01_1580,18.966666666666665
0,2,8,9720,1619811769,43.6873131,-79.7619247,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6873131, -79.7619247)",5.2965785705688955,16826953-210426-MULTI-Weekday-01_1580,19.183333333333334
0,2,8,9720,1619811883,43.6864548,-79.7607,135.0,0.0,5.36448,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6864548, -79.7607)",5.433712719554164,16826953-210426-MULTI-Weekday-01_1580,21.083333333333332
0,2,8,9720,1619811940,43.6827,-79.75575,135.0,0.0,21.01088,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6827, -79.75575)",6.010210772109445,16826953-210426-MULTI-Weekday-01_1580,22.033333333333335
0,2,8,9720,1619812013,43.6766548,-79.74765,135.0,0.0,13.4112,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6766548, -79.74765)",6.945989528247502,16826953-210426-MULTI-Weekday-01_1580,23.25
0,2,9,30117,1619812058,43.6752548,-79.74585,135.0,0.0,21.01088,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6752548, -79.74585)",7.158386936235461,16826953-210426-MULTI-Weekday-01_1580,24.0
0,1,9,30117,1619812202,43.66623,-79.7338943,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.66623, -79.7338943)",8.547858902878893,16826953-210426-MULTI-Weekday-01_1580,26.4
0,1,9,30117,1619812260,43.666256,-79.7338943,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.666256, -79.7338943)",8.54581495108015,16826953-210426-MULTI-Weekday-01_1580,27.366666666666667
0,1,9,30117,1619812329,43.66623,-79.73393,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.66623, -79.73393)",8.545828555075445,16826953-210426-MULTI-Weekday-01_1580,28.516666666666666
0,1,9,30117,1619812377,43.666256,-79.7339554,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.666256, -79.7339554)",8.542339505514452,16826953-210426-MULTI-Weekday-01_1580,29.316666666666666
0,1,9,30117,1619812434,43.66623,-79.7338943,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.66623, -79.7338943)",8.547858902878893,16826953-210426-MULTI-Weekday-01_1580,30.266666666666666
0,2,10,9780,1619812490,43.6653862,-79.73261,135.0,0.0,11.176,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6653862, -79.73261)",8.687253975709986,16826953-210426-MULTI-Weekday-01_1580,31.2
0,2,11,9785,1619812586,43.6590843,-79.72423,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6590843, -79.72423)",9.659413809243222,16826953-210426-MULTI-Weekday-01_1580,32.8
0,2,12,26815,1619812605,43.65877,-79.72383,120.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.65877, -79.72383)",9.70688229405018,16826953-210426-MULTI-Weekday-01_1580,33.11666666666667
0,2,12,26815,1619812688,43.6577225,-79.72228,120.0,0.0,12.96416,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6577225, -79.72228)",9.8774068324356,16826953-210426-MULTI-Weekday-01_1580,34.5
0,2,12,26815,1619812776,43.6487,-79.70996,135.0,0.0,22.79904,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6487, -79.70996)",11.28769687221514,16826953-210426-MULTI-Weekday-01_1580,35.96666666666667
0,2,12,26815,1619812831,43.6464539,-79.70685,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6464539, -79.70685)",11.641240130917629,16826953-210426-MULTI-Weekday-01_1580,36.88333333333333
0,2,13,28110,1619812889,43.6439629,-79.7036,135.0,0.0,24.14016,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6439629, -79.7036)",12.022034919129132,16826953-210426-MULTI-Weekday-01_1580,37.85
0,2,14,28120,1619813036,43.63611,-79.6929245,120.0,0.0,48.72736,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.63611, -79.6929245)",13.246956342605454,16826953-210426-MULTI-Weekday-01_1580,40.3
0,2,14,28120,1619813109,43.63118,-79.68654,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.63118, -79.68654)",13.998002977683129,16826953-210426-MULTI-Weekday-01_1580,41.516666666666666
0,2,15,28130,1619813269,43.6253433,-79.6785355,135.0,0.0,5.81152,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6253433, -79.6785355)",14.912484877232519,16826953-210426-MULTI-Weekday-01_1580,44.18333333333333
0,2,15,28130,1619813325,43.6233025,-79.6756439,135.0,0.0,15.6464,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.6233025, -79.6756439)",15.237502237953839,16826953-210426-MULTI-Weekday-01_1580,45.11666666666667
0,2,16,28140,1619813499,43.61681,-79.66694,135.0,0.0,24.14016,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,6,"(43.61681, -79.66694)",16.24347588452187,16826953-210426-MULTI-Weekday-01_1580,48.016666666666666
0,2,17,28150,1619813559,43.61339,-79.6622543,120.0,0.0,22.79904,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.61339, -79.6622543)",16.77911634543058,16826953-210426-MULTI-Weekday-01_1580,49.016666666666666
0,2,17,28150,1619813616,43.6094055,-79.6568451,135.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.6094055, -79.6568451)",17.400361526713553,16826953-210426-MULTI-Weekday-01_1580,49.96666666666667
0,2,18,28190,1619813672,43.6070366,-79.65353,120.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.6070366, -79.65353)",17.775335084280893,16826953-210426-MULTI-Weekday-01_1580,50.9
0,2,18,28190,1619813729,43.6070366,-79.65354,120.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.6070366, -79.65354)",17.774768767622067,16826953-210426-MULTI-Weekday-01_1580,51.85
0,2,18,28190,1619813803,43.60472,-79.65024,135.0,0.0,14.75232,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.60472, -79.65024)",18.144762449726116,16826953-210426-MULTI-Weekday-01_1580,53.083333333333336
0,2,18,28190,1619813899,43.5972481,-79.64723,210.0,0.0,25.92832,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.5972481, -79.64723)",18.910172666411185,16826953-210426-MULTI-Weekday-01_1580,54.68333333333333
0,2,0,28180,1619814009,43.5928535,-79.64914,120.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.5928535, -79.64914)",19.164235139028996,16826953-210426-MULTI-Weekday-01_1580,56.516666666666666
0,2,0,28180,1619814068,43.59333,-79.64806,45.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.59333, -79.64806)",19.18354553560954,16826953-210426-MULTI-Weekday-01_1580,57.5
0,2,0,28180,1619814137,43.5934639,-79.6478958,30.0,0.0,0.0,16826953-210426-MULTI-Weekday-01,,,0,502-295,1580,1580, ,7,"(43.5934639, -79.6478958)",19.181487194311543,16826953-210426-MULTI-Weekday-01_1580,58.65
