ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
115-345,23935929-240429-MULTI-Sunday-01,117,1111,28.94,11
115-345,23935931-240429-MULTI-Sunday-01,254,1111,27.7,13
115-345,23935932-240429-MULTI-Sunday-01,117,1111,27.61,12
115-345,23935933-240429-MULTI-Sunday-01,196,1613,28.61,07
115-345,23935934-240429-MULTI-Sunday-01,217,1613,27.77,08
115-345,23935935-240429-MULTI-Sunday-01,246,1613,31.67,10
115-345,23935936-240429-MULTI-Sunday-01,242,1613,32.94,09
115-345,23935937-240429-MULTI-Sunday-01,121,1613,30.56,07
115-345,23935938-240429-MULTI-Sunday-01,135,1613,27.78,08
115-345,23935939-240429-MULTI-Sunday-01,130,1613,28.52,10
115-345,23935940-240429-MULTI-Sunday-01,98,1613,32.28,06
115-345,23935941-240429-MULTI-Sunday-01,251,1613,30.89,11
115-345,23935942-240429-MULTI-Sunday-01,130,1613,19.81,11
115-345,23935943-240429-MULTI-Sunday-01,199,1613,22.38,14
115-345,23935944-240429-MULTI-Sunday-01,210,1613,24.61,12
115-345,23935945-240429-MULTI-Sunday-01,239,1111,26.22,14
115-345,23935946-240429-MULTI-Sunday-01,116,1613,31.33,12
115-345,23935947-240429-MULTI-Sunday-01,121,1613,26.61,13
115-345,23935948-240429-MULTI-Sunday-01,124,1613,29.42,14
115-345,23935949-240429-MULTI-Sunday-01,115,1111,31.45,14
115-345,23935951-240429-MULTI-Sunday-01,240,1613,29.23,15
115-345,23935952-240429-MULTI-Sunday-01,115,1111,29.81,15
115-345,23935953-240429-MULTI-Sunday-01,185,1613,32.56,16
115-345,23935954-240429-MULTI-Sunday-01,271,1111,31.05,16
115-345,23935955-240429-MULTI-Sunday-01,271,1111,26.2,15
115-345,23935956-240429-MULTI-Sunday-01,117,1111,28.86,16
115-345,23935957-240429-MULTI-Sunday-01,112,1613,32.38,15
115-345,23935958-240429-MULTI-Sunday-01,114,1613,31.94,16
115-345,23935959-240429-MULTI-Sunday-01,199,1613,32.12,17
115-345,23935960-240429-MULTI-Sunday-01,208,1111,28.23,18
115-345,23935961-240429-MULTI-Sunday-01,265,1613,29.86,18
115-345,23935962-240429-MULTI-Sunday-01,124,1613,33.03,18
115-345,23935963-240429-MULTI-Sunday-01,116,1111,33.03,17
115-345,23935964-240429-MULTI-Sunday-01,108,1111,30.67,18
115-345,23935965-240429-MULTI-Sunday-01,240,1111,28.25,19
115-345,23935966-240429-MULTI-Sunday-01,137,1613,37.53,19
115-345,23935967-240429-MULTI-Sunday-01,206,1613,31.86,19
115-345,23935968-240429-MULTI-Sunday-01,208,1111,31.2,20
115-345,23935969-240429-MULTI-Sunday-01,113,1111,27.58,19
115-345,23935970-240429-MULTI-Sunday-01,109,1613,32.03,20
115-345,23935971-240429-MULTI-Sunday-01,189,1613,32.16,21
115-345,23935972-240429-MULTI-Sunday-01,115,1111,30.86,21
115-345,23935973-240429-MULTI-Sunday-01,192,1613,30.17,22
115-345,23935974-240429-MULTI-Sunday-01,267,1111,30.12,21
115-345,23935975-240429-MULTI-Sunday-01,119,1613,33.6,21
115-345,23935976-240429-MULTI-Sunday-01,97,1111,34.1,22
115-345,23935977-240429-MULTI-Sunday-01,244,1111,26.36,22
115-345,23935978-240429-MULTI-Sunday-01,120,1613,37.72,22
115-345,23935979-240429-MULTI-Sunday-01,242,1613,30.94,23
115-345,23935981-240429-MULTI-Sunday-01,120,1111,35.62,23
115-345,23935982-240429-MULTI-Sunday-01,144,1111,5.48,23
12-345,23935553-240429-MULTI-Sunday-01,268,1406,20.03,08
12-345,23935554-240429-MULTI-Sunday-01,268,1511,21.78,09
12-345,23935555-240429-MULTI-Sunday-01,238,1406,21.0,10
12-345,23935556-240429-MULTI-Sunday-01,274,1511,19.72,11
12-345,23935557-240429-MULTI-Sunday-01,240,1406,20.31,12
12-345,23935558-240429-MULTI-Sunday-01,242,1511,20.45,13
12-345,23935559-240429-MULTI-Sunday-01,270,1511,18.92,17
12-345,23935560-240429-MULTI-Sunday-01,247,1406,17.69,14
12-345,23935561-240429-MULTI-Sunday-01,226,1511,18.44,15
12-345,23935562-240429-MULTI-Sunday-01,250,1406,18.67,16
12-345,23935563-240429-MULTI-Sunday-01,249,1406,16.33,18
12-345,23935564-240429-MULTI-Sunday-01,232,1511,17.73,19
12-345,23935565-240429-MULTI-Sunday-01,153,1406,21.8,08
12-345,23935566-240429-MULTI-Sunday-01,148,1511,18.16,09
12-345,23935567-240429-MULTI-Sunday-01,141,1406,18.16,10
12-345,23935568-240429-MULTI-Sunday-01,158,1511,16.45,11
12-345,23935569-240429-MULTI-Sunday-01,140,1406,19.12,12
12-345,23935570-240429-MULTI-Sunday-01,160,1511,16.92,13
12-345,23935571-240429-MULTI-Sunday-01,139,1406,18.81,14
12-345,23935572-240429-MULTI-Sunday-01,140,1511,22.92,15
12-345,23935573-240429-MULTI-Sunday-01,141,1406,16.14,16
12-345,23935574-240429-MULTI-Sunday-01,140,1511,21.34,17
12-345,23935575-240429-MULTI-Sunday-01,144,1406,21.2,18
12-345,23935576-240429-MULTI-Sunday-01,138,1511,23.55,19
14-345,23931836-240429-MULTI-Saturday-01,135,2218,33.88,00
14-345,23931837-240429-MULTI-Saturday-01,267,2221,26.75,00
14-345,23933666-240429-MULTI-Saturday-01,130,2221,63.3,01
14-345,23934843-240429-MULTI-Sunday-01,247,1301,22.2,23
14-345,23935153-240429-MULTI-Sunday-01,215,616,28.7,07
14-345,23935156-240429-MULTI-Sunday-01,227,1706,26.5,06
14-345,23935157-240429-MULTI-Sunday-01,144,616,25.6,06
14-345,23935515-240429-MULTI-Sunday-01,140,1706,28.86,05
14-345,23935797-240429-MULTI-Sunday-01,139,2215,23.05,17
14-345,23936237-240429-MULTI-Sunday-01,259,1620,24.36,21
14-345,23936238-240429-MULTI-Sunday-01,231,1706,24.81,15
14-345,23936239-240429-MULTI-Sunday-01,233,1706,23.92,18
14-345,23936240-240429-MULTI-Sunday-01,225,1620,22.94,17
14-345,23936241-240429-MULTI-Sunday-01,252,1620,22.83,22
14-345,23936242-240429-MULTI-Sunday-01,221,616,26.14,14
14-345,23936243-240429-MULTI-Sunday-01,228,1706,25.88,22
14-345,23936244-240429-MULTI-Sunday-01,229,1706,25.75,20
14-345,23936245-240429-MULTI-Sunday-01,239,1301,23.67,16
14-345,23936246-240429-MULTI-Sunday-01,225,1301,25.06,19
14-345,23936247-240429-MULTI-Sunday-01,238,1620,24.89,19
14-345,23936248-240429-MULTI-Sunday-01,237,1301,23.25,21
14-345,23936249-240429-MULTI-Sunday-01,214,1301,31.14,07
14-345,23936250-240429-MULTI-Sunday-01,229,616,27.03,08
14-345,23936251-240429-MULTI-Sunday-01,212,1706,30.34,10
14-345,23936252-240429-MULTI-Sunday-01,275,1301,25.5,11
14-345,23936253-240429-MULTI-Sunday-01,260,616,25.02,12
14-345,23936254-240429-MULTI-Sunday-01,245,1706,26.06,13
14-345,23936255-240429-MULTI-Sunday-01,242,1301,24.11,14
14-345,23936256-240429-MULTI-Sunday-01,221,616,23.77,15
14-345,23936256-240429-MULTI-Sunday-01,221,1620,24.2,16
14-345,23936257-240429-MULTI-Sunday-01,268,1706,25.47,17
14-345,23936258-240429-MULTI-Sunday-01,243,1301,21.4,18
14-345,23936259-240429-MULTI-Sunday-01,156,1301,27.89,06
14-345,23936260-240429-MULTI-Sunday-01,136,1706,22.27,09
14-345,23936261-240429-MULTI-Sunday-01,145,1706,33.28,07
14-345,23936262-240429-MULTI-Sunday-01,139,616,29.77,08
14-345,23936263-240429-MULTI-Sunday-01,150,1301,27.2,08
14-345,23936264-240429-MULTI-Sunday-01,147,616,25.38,09
14-345,23936265-240429-MULTI-Sunday-01,143,1301,24.94,10
14-345,23936266-240429-MULTI-Sunday-01,140,1706,24.61,11
14-345,23936267-240429-MULTI-Sunday-01,140,616,24.02,11
14-345,23936268-240429-MULTI-Sunday-01,138,1301,23.69,12
14-345,23936269-240429-MULTI-Sunday-01,130,1706,25.28,12
14-345,23936270-240429-MULTI-Sunday-01,144,616,24.44,13
14-345,23936271-240429-MULTI-Sunday-01,147,1301,25.03,13
14-345,23936272-240429-MULTI-Sunday-01,134,1706,21.8,14
14-345,23936273-240429-MULTI-Sunday-01,142,616,26.34,15
14-345,23936274-240429-MULTI-Sunday-01,144,1301,20.55,15
14-345,23936275-240429-MULTI-Sunday-01,141,1706,24.62,16
14-345,23936276-240429-MULTI-Sunday-01,149,1620,25.75,16
14-345,23936277-240429-MULTI-Sunday-01,145,1301,27.3,17
14-345,23936278-240429-MULTI-Sunday-01,132,1706,14.53,17
14-345,23936279-240429-MULTI-Sunday-01,141,1620,23.92,18
14-345,23936280-240429-MULTI-Sunday-01,158,1301,27.11,19
14-345,23936281-240429-MULTI-Sunday-01,149,1706,25.31,19
14-345,23936282-240429-MULTI-Sunday-01,154,1620,17.73,20
14-345,23936283-240429-MULTI-Sunday-01,143,1301,23.23,20
14-345,23936284-240429-MULTI-Sunday-01,138,1706,24.0,21
14-345,23936285-240429-MULTI-Sunday-01,142,1620,24.53,22
14-345,23936286-240429-MULTI-Sunday-01,146,1301,24.31,22
14-345,23936287-240429-MULTI-Sunday-01,135,1706,24.47,23
14-345,23936288-240429-MULTI-Sunday-01,236,1706,29.0,08
14-345,23936289-240429-MULTI-Sunday-01,237,1301,28.28,09
14-345,23936290-240429-MULTI-Sunday-01,231,616,24.05,10
14-345,23936291-240429-MULTI-Sunday-01,222,1706,25.06,11
14-345,23936292-240429-MULTI-Sunday-01,236,1301,25.66,12
14-345,23944539-240429-MULTI-Saturday-01,181,2221,4.95,00
14-345,23944584-240429-MULTI-Saturday-01,201,2218,19.19,00
15-345,23931096-240429-MULTI-Saturday-01,232,1278,21.44,00
15-345,23931135-240429-MULTI-Saturday-01,121,1289,20.28,00
15-345,23931155-240429-MULTI-Saturday-01,233,1808,25.73,00
15-345,23931156-240429-MULTI-Saturday-01,200,1289,20.86,01
15-345,23931160-240429-MULTI-Saturday-01,165,2083,27.39,00
15-345,23934811-240429-MULTI-Sunday-01,259,1282,21.45,07
15-345,23934813-240429-MULTI-Sunday-01,245,1775,24.3,08
15-345,23934814-240429-MULTI-Sunday-01,250,1285,25.66,09
15-345,23934815-240429-MULTI-Sunday-01,242,1282,20.44,09
15-345,23934816-240429-MULTI-Sunday-01,258,1779,23.52,10
15-345,23934817-240429-MULTI-Sunday-01,247,1775,25.28,10
15-345,23934818-240429-MULTI-Sunday-01,248,1285,23.11,11
15-345,23934820-240429-MULTI-Sunday-01,239,1779,22.64,12
15-345,23934821-240429-MULTI-Sunday-01,247,1775,19.69,12
15-345,23934822-240429-MULTI-Sunday-01,247,1775,20.94,14
15-345,23934823-240429-MULTI-Sunday-01,276,1285,18.56,15
15-345,23934824-240429-MULTI-Sunday-01,245,1285,20.95,13
15-345,23934825-240429-MULTI-Sunday-01,263,1282,23.75,13
15-345,23934826-240429-MULTI-Sunday-01,278,1779,20.64,14
15-345,23934827-240429-MULTI-Sunday-01,257,1282,20.45,15
15-345,23934828-240429-MULTI-Sunday-01,236,1779,19.08,16
15-345,23934829-240429-MULTI-Sunday-01,240,1775,18.45,16
15-345,23934830-240429-MULTI-Sunday-01,248,1285,20.17,17
15-345,23934831-240429-MULTI-Sunday-01,257,1282,19.86,17
15-345,23934832-240429-MULTI-Sunday-01,243,1779,18.62,18
15-345,23934833-240429-MULTI-Sunday-01,247,1775,18.81,18
15-345,23934834-240429-MULTI-Sunday-01,248,1285,16.69,19
15-345,23934835-240429-MULTI-Sunday-01,259,1282,20.05,19
15-345,23934836-240429-MULTI-Sunday-01,227,1779,16.8,20
15-345,23934837-240429-MULTI-Sunday-01,273,1775,20.83,21
15-345,23934838-240429-MULTI-Sunday-01,265,1285,18.62,21
15-345,23934839-240429-MULTI-Sunday-01,265,1282,23.33,21
15-345,23934840-240429-MULTI-Sunday-01,244,1779,20.1,22
15-345,23934841-240429-MULTI-Sunday-01,242,1775,20.8,22
15-345,23934842-240429-MULTI-Sunday-01,251,1285,20.58,23
15-345,23934847-240429-MULTI-Sunday-01,150,1779,16.16,23
15-345,23934848-240429-MULTI-Sunday-01,144,1282,19.86,22
15-345,23934849-240429-MULTI-Sunday-01,163,1775,18.88,07
15-345,23934850-240429-MULTI-Sunday-01,165,1285,15.54,08
15-345,23934851-240429-MULTI-Sunday-01,164,1282,18.98,08
15-345,23934853-240429-MULTI-Sunday-01,170,1775,15.47,09
15-345,23934854-240429-MULTI-Sunday-01,162,1285,19.64,10
15-345,23934855-240429-MULTI-Sunday-01,165,1285,21.03,12
15-345,23934856-240429-MULTI-Sunday-01,120,1282,17.47,10
15-345,23934857-240429-MULTI-Sunday-01,153,1779,19.17,11
15-345,23934858-240429-MULTI-Sunday-01,168,1775,19.97,11
15-345,23934859-240429-MULTI-Sunday-01,166,1282,21.1,13
15-345,23934860-240429-MULTI-Sunday-01,168,1779,17.44,13
15-345,23934861-240429-MULTI-Sunday-01,168,1285,19.75,14
15-345,23934862-240429-MULTI-Sunday-01,170,1282,18.84,14
15-345,23934863-240429-MULTI-Sunday-01,161,1775,17.75,15
15-345,23934864-240429-MULTI-Sunday-01,160,1775,20.12,13
15-345,23934865-240429-MULTI-Sunday-01,160,1779,19.22,15
15-345,23934866-240429-MULTI-Sunday-01,171,1285,22.3,16
15-345,23934867-240429-MULTI-Sunday-01,195,1282,16.33,16
15-345,23934868-240429-MULTI-Sunday-01,177,1779,19.83,17
15-345,23934869-240429-MULTI-Sunday-01,160,1775,22.34,17
15-345,23934870-240429-MULTI-Sunday-01,168,1285,20.47,18
15-345,23934871-240429-MULTI-Sunday-01,144,1282,17.97,18
15-345,23934872-240429-MULTI-Sunday-01,182,1779,22.77,19
15-345,23934873-240429-MULTI-Sunday-01,165,1775,15.28,19
15-345,23934874-240429-MULTI-Sunday-01,156,1285,22.12,20
15-345,23934875-240429-MULTI-Sunday-01,198,1282,15.27,20
15-345,23934876-240429-MULTI-Sunday-01,167,1779,19.33,21
15-345,23934877-240429-MULTI-Sunday-01,175,1775,21.14,21
15-345,23934878-240429-MULTI-Sunday-01,146,1285,19.94,22
15-345,23934907-240429-MULTI-Sunday-01,262,1282,21.44,23
15-345,23934909-240429-MULTI-Sunday-01,253,1775,26.39,07
15-345,23934911-240429-MULTI-Sunday-01,182,1282,20.64,06
15-345,23944712-240429-MULTI-Saturday-01,315,1289,25.19,00
15-345,23944714-240429-MULTI-Saturday-01,221,2083,20.17,00
15-345,23944764-240429-MULTI-Saturday-01,217,1278,43.75,00
15-345,23944765-240429-MULTI-Saturday-01,173,1277,22.4,00
15-345,23944766-240429-MULTI-Saturday-01,127,1808,19.05,00
15-345,23944809-240429-MULTI-Saturday-01,238,1277,22.78,00
16-345,23935577-240429-MULTI-Sunday-01,231,1511,23.95,08
16-345,23935578-240429-MULTI-Sunday-01,247,1406,20.23,09
16-345,23935579-240429-MULTI-Sunday-01,215,1511,22.78,10
16-345,23935580-240429-MULTI-Sunday-01,225,1406,22.42,11
16-345,23935581-240429-MULTI-Sunday-01,221,1511,16.12,12
16-345,23935582-240429-MULTI-Sunday-01,217,1406,21.14,13
16-345,23935583-240429-MULTI-Sunday-01,235,1511,15.38,14
16-345,23935584-240429-MULTI-Sunday-01,222,1406,15.03,15
16-345,23935585-240429-MULTI-Sunday-01,223,1511,25.62,16
16-345,23935586-240429-MULTI-Sunday-01,214,1406,15.56,17
16-345,23935587-240429-MULTI-Sunday-01,230,1511,22.78,18
16-345,23935588-240429-MULTI-Sunday-01,159,1511,25.12,08
16-345,23935589-240429-MULTI-Sunday-01,145,1406,22.53,09
16-345,23935590-240429-MULTI-Sunday-01,165,1511,26.61,10
16-345,23935591-240429-MULTI-Sunday-01,150,1406,24.73,11
16-345,23935592-240429-MULTI-Sunday-01,139,1511,22.98,12
