ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
14-345,23926632-240429-MULTI-Weekday-01,135,2224,48.78,01
15-345,23923679-240429-MULTI-Weekday-01,261,2107,28.16,00
15-345,23923753-240429-MULTI-Weekday-01,147,2107,22.25,00
15-345,23923817-240429-MULTI-Weekday-01,270,1604,21.05,00
15-345,23923831-240429-MULTI-Weekday-01,261,1820,29.77,00
15-345,23923835-240429-MULTI-Weekday-01,198,1820,29.64,00
15-345,23923836-240429-MULTI-Weekday-01,196,2209,29.9,00
15-345,23923837-240429-MULTI-Weekday-01,178,2209,25.45,01
15-345,23923840-240429-MULTI-Weekday-01,222,2209,28.75,01
15-345,23923843-240429-MULTI-Weekday-01,242,1820,24.3,01
15-345,23923866-240429-MULTI-Weekday-01,249,2209,23.3,00
18-345,23922929-240429-MULTI-Weekday-01,127,619,29.88,02
18-345,23922935-240429-MULTI-Weekday-01,129,1105,28.86,01
18-345,23926663-240429-MULTI-Weekday-01,135,1317,27.2,00
18-345,23926664-240429-MULTI-Weekday-01,267,619,24.11,01
18-345,23926780-240429-MULTI-Weekday-01,147,806,31.62,00
18-345,23926781-240429-MULTI-Weekday-01,128,619,25.77,00
18-345,23926782-240429-MULTI-Weekday-01,300,1317,27.3,00
18-345,23926783-240429-MULTI-Weekday-01,297,1105,21.53,00
18-345,23926784-240429-MULTI-Weekday-01,283,806,25.03,00
18-345,23926785-240429-MULTI-Weekday-01,267,1317,26.47,01
18-345,23926786-240429-MULTI-Weekday-01,138,806,27.92,01
18-345,23927026-240429-MULTI-Weekday-01,254,1105,25.8,02
18-345,23927027-240429-MULTI-Weekday-01,127,1105,31.1,02
18-345,23927039-240429-MULTI-Weekday-01,129,2213,25.34,00
18-345,23927670-240429-MULTI-Weekday-01,127,1128,27.73,00
2-345,23926790-240429-MULTI-Weekday-01,167,2016,24.17,00
2-345,23926791-240429-MULTI-Weekday-01,161,910,22.75,00
2-345,23926792-240429-MULTI-Weekday-01,278,632,20.84,00
2-345,23926894-240429-MULTI-Weekday-01,199,2016,16.94,00
2-345,23926895-240429-MULTI-Weekday-01,261,632,23.36,00
2-345,23926896-240429-MULTI-Weekday-01,302,910,22.52,00
2-345,23926897-240429-MULTI-Weekday-01,286,2016,26.8,01
23-345,23927680-240429-MULTI-Weekday-01,176,2012,32.6,00
23-345,23927681-240429-MULTI-Weekday-01,208,1505,23.12,00
23-345,23927688-240429-MULTI-Weekday-01,96,708,27.19,00
23-345,23927689-240429-MULTI-Weekday-01,80,1070,26.95,00
23-345,23927690-240429-MULTI-Weekday-01,77,2022,26.12,00
29-345,23924135-240429-MULTI-Weekday-01,70,1711,33.25,00
29-345,23924136-240429-MULTI-Weekday-01,199,1711,26.67,00
29-345,23924144-240429-MULTI-Weekday-01,223,1053,33.75,01
29-345,23924145-240429-MULTI-Weekday-01,113,1053,30.56,00
29-345,23924146-240429-MULTI-Weekday-01,211,1053,22.34,00
29-345,23924152-240429-MULTI-Weekday-01,217,2206,27.94,00
29-345,23924153-240429-MULTI-Weekday-01,65,2206,27.14,00
3-345,23926441-240429-MULTI-Weekday-01,82,2101,16.9,00
3-345,23926445-240429-MULTI-Weekday-01,151,1915,20.06,00
3-345,23926447-240429-MULTI-Weekday-01,242,1605,25.48,00
3-345,23926448-240429-MULTI-Weekday-01,133,2101,31.92,00
30-345,23925957-240429-MULTI-Weekday-01,300,826,23.7,00
30-345,23925961-240429-MULTI-Weekday-01,293,2219,25.88,00
30-345,23925976-240429-MULTI-Weekday-01,126,833,23.56,00
30-345,23925977-240429-MULTI-Weekday-01,296,833,24.97,00
30-345,23925980-240429-MULTI-Weekday-01,142,2219,22.89,00
30-345,23925982-240429-MULTI-Weekday-01,123,826,32.3,00
35-345,23928514-240429-MULTI-Weekday-01,184,811,28.88,00
4-345,23924581-240429-MULTI-Weekday-01,146,2024,14.84,00
4-345,23924582-240429-MULTI-Weekday-01,82,1073,29.83,00
4-345,23924583-240429-MULTI-Weekday-01,240,2019,28.28,00
4-345,23924593-240429-MULTI-Weekday-01,161,1884,25.28,00
4-345,23924594-240429-MULTI-Weekday-01,246,1819,23.77,00
4-345,23924595-240429-MULTI-Weekday-01,112,2024,22.3,00
4-345,23924598-240429-MULTI-Weekday-01,233,1073,22.2,00
4-345,23924608-240429-MULTI-Weekday-01,238,901,22.33,00
4-345,23924609-240429-MULTI-Weekday-01,255,1884,22.9,00
4-345,23924610-240429-MULTI-Weekday-01,228,2019,19.8,01
4-345,23924611-240429-MULTI-Weekday-01,237,2024,27.48,01
4-345,23924616-240429-MULTI-Weekday-01,258,1073,26.08,01
5-345,23927213-240429-MULTI-Weekday-01,222,1501,21.81,00
5-345,23927216-240429-MULTI-Weekday-01,216,637,27.17,01
5-345,23927219-240429-MULTI-Weekday-01,77,1501,28.83,00
5-345,23927222-240429-MULTI-Weekday-01,74,637,23.12,00
5-345,23927231-240429-MULTI-Weekday-01,290,1976,27.94,00
5-345,23927234-240429-MULTI-Weekday-01,210,1067,27.11,00
5-345,23927236-240429-MULTI-Weekday-01,158,1067,16.12,00
5-345,23927237-240429-MULTI-Weekday-01,240,637,24.2,00
50-345,23929010-240429-MULTI-Weekday-01,228,1126,23.27,00
50-345,23929017-240429-MULTI-Weekday-01,135,1126,56.78,00
501-345,23928315-240429-MULTI-Weekday-01,215,1161,24.75,00
501-345,23928317-240429-MULTI-Weekday-01,222,1291,29.94,00
502-345,23925789-240429-MULTI-Weekday-01,295,1575,22.38,00
502-345,23925790-240429-MULTI-Weekday-01,113,1063,35.03,00
502-345,23925791-240429-MULTI-Weekday-01,305,1277,21.02,00
502-345,23925792-240429-MULTI-Weekday-01,119,1589,29.17,00
502-345,23925793-240429-MULTI-Weekday-01,299,1063,22.17,00
502-345,23925794-240429-MULTI-Weekday-01,291,1589,20.6,00
502-345,23927391-240429-MULTI-Weekday-01,289,1584,26.73,00
51-345,23923376-240429-MULTI-Weekday-01,206,1814,23.58,00
51-345,23923377-240429-MULTI-Weekday-01,131,1814,24.58,00
511-345,23925413-240429-MULTI-Weekday-01,170,1590,18.95,00
511-345,23925415-240429-MULTI-Weekday-01,230,1576,45.4,00
511-345,23925416-240429-MULTI-Weekday-01,107,1581,24.78,00
511-345,23925417-240429-MULTI-Weekday-01,199,2084,29.06,00
511-345,23925418-240429-MULTI-Weekday-01,172,1576,35.72,00
511-345,23925419-240429-MULTI-Weekday-01,46,1590,49.4,00
511-345,23925421-240429-MULTI-Weekday-01,84,2084,32.2,00
511-345,23925423-240429-MULTI-Weekday-01,225,1581,33.38,00
511-345,23925424-240429-MULTI-Weekday-01,73,1576,33.6,00
53-345,23924362-240429-MULTI-Weekday-01,232,2221,14.69,00
53-345,23924370-240429-MULTI-Weekday-01,221,1217,15.54,00
53-345,23927589-240429-MULTI-Weekday-01,61,803,6.977,00
53-345,23927590-240429-MULTI-Weekday-01,84,2221,10.984,00
53-345,23927593-240429-MULTI-Weekday-01,103,1217,15.19,00
54-345,23923423-240429-MULTI-Weekday-01,118,810,15.73,00
57-345,23924280-240429-MULTI-Weekday-01,190,1801,18.8,00
57-345,23924282-240429-MULTI-Weekday-01,196,803,22.2,00
57-345,23924321-240429-MULTI-Weekday-01,117,1217,21.83,00
57-345,23924322-240429-MULTI-Weekday-01,121,1801,19.73,00
7-345,23924618-240429-MULTI-Weekday-01,265,2007,23.69,00
7-345,23924620-240429-MULTI-Weekday-01,257,2208,24.48,00
7-345,23924621-240429-MULTI-Weekday-01,136,2208,29.19,01
7-345,23924622-240429-MULTI-Weekday-01,130,2208,44.72,00
7-345,23924623-240429-MULTI-Weekday-01,265,2208,28.19,01
7-345,23924638-240429-MULTI-Weekday-01,267,1509,18.31,00
7-345,23924639-240429-MULTI-Weekday-01,123,1509,29.75,00
7-345,23924642-240429-MULTI-Weekday-01,254,1509,28.2,01
7-345,23924649-240429-MULTI-Weekday-01,313,1592,22.3,01
7-345,23924650-240429-MULTI-Weekday-01,132,1592,16.5,00
8-345,23922989-240429-MULTI-Weekday-01,132,2106,24.45,00
