ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
1-345,23926262-240429-MULTI-Weekday-01,207,821,15.47,15
1-345,23926263-240429-MULTI-Weekday-01,216,2222,16.42,15
1-345,23926264-240429-MULTI-Weekday-01,197,1126,14.7,16
1-345,23926265-240429-MULTI-Weekday-01,210,2213,16.33,16
1-345,23926266-240429-MULTI-Weekday-01,210,819,15.36,16
1-345,23926267-240429-MULTI-Weekday-01,217,619,18.17,16
1-345,23926269-240429-MULTI-Weekday-01,214,1513,14.99,17
1-345,23926270-240429-MULTI-Weekday-01,205,1109,16.31,18
1-345,23926271-240429-MULTI-Weekday-01,207,625,17.1,18
1-345,23926272-240429-MULTI-Weekday-01,216,821,18.77,18
1-345,23926272-240429-MULTI-Weekday-01,216,1119,11.58,19
1-345,23926273-240429-MULTI-Weekday-01,210,2222,18.1,18
1-345,23926274-240429-MULTI-Weekday-01,204,2213,16.12,19
1-345,23926275-240429-MULTI-Weekday-01,191,819,16.61,19
1-345,23926276-240429-MULTI-Weekday-01,203,619,18.39,19
1-345,23926277-240429-MULTI-Weekday-01,202,625,21.25,21
1-345,23926278-240429-MULTI-Weekday-01,207,1126,19.75,20
1-345,23926279-240429-MULTI-Weekday-01,214,1513,18.47,20
1-345,23926280-240429-MULTI-Weekday-01,219,1109,19.66,20
1-345,23926281-240429-MULTI-Weekday-01,190,619,31.5,22
1-345,23926281-240429-MULTI-Weekday-01,190,1119,20.19,21
1-345,23926282-240429-MULTI-Weekday-01,190,2222,16.06,21
1-345,23926283-240429-MULTI-Weekday-01,219,2214,11.77,14
1-345,23926284-240429-MULTI-Weekday-01,210,1519,12.34,15
1-345,23926285-240429-MULTI-Weekday-01,226,1518,10.945,15
1-345,23926286-240429-MULTI-Weekday-01,199,1702,11.19,15
1-345,23926287-240429-MULTI-Weekday-01,213,1801,11.33,16
1-345,23926288-240429-MULTI-Weekday-01,207,805,13.77,17
1-345,23926289-240429-MULTI-Weekday-01,205,832,11.23,17
1-345,23926290-240429-MULTI-Weekday-01,208,2214,12.305,17
1-345,23926291-240429-MULTI-Weekday-01,215,1519,10.79,17
1-345,23926292-240429-MULTI-Weekday-01,191,1518,11.79,18
1-345,23926293-240429-MULTI-Weekday-01,217,911,12.85,18
1-345,23926294-240429-MULTI-Weekday-01,205,1801,12.68,18
1-345,23926295-240429-MULTI-Weekday-01,215,805,14.695,19
1-345,23926296-240429-MULTI-Weekday-01,90,1519,14.484,16
1-345,23926297-240429-MULTI-Weekday-01,81,911,15.17,17
1-345,23926297-240429-MULTI-Weekday-01,81,1702,13.73,17
1-345,23926298-240429-MULTI-Weekday-01,65,805,14.734,17
1-345,23926299-240429-MULTI-Weekday-01,79,2214,17.14,18
1-345,23926300-240429-MULTI-Weekday-01,74,1801,16.27,17
1-345,23926301-240429-MULTI-Weekday-01,83,832,13.984,18
1-345,23926302-240429-MULTI-Weekday-01,96,1519,16.53,19
1-345,23926303-240429-MULTI-Weekday-01,110,1518,9.35,16
1-345,23926304-240429-MULTI-Weekday-01,97,1801,12.77,15
1-345,23926305-240429-MULTI-Weekday-01,80,805,13.45,15
1-345,23926306-240429-MULTI-Weekday-01,79,832,14.99,15
1-345,23926307-240429-MULTI-Weekday-01,87,2214,14.59,16
1-345,23926308-240429-MULTI-Weekday-01,193,2213,21.0,22
1-345,23926309-240429-MULTI-Weekday-01,208,1126,19.08,22
1-345,23926310-240429-MULTI-Weekday-01,212,1513,19.36,23
1-345,23926311-240429-MULTI-Weekday-01,237,625,26.1,23
1-345,23926316-240429-MULTI-Weekday-01,93,2222,22.48,23
1-345,23926318-240429-MULTI-Weekday-01,91,625,22.0,22
1-345,23926319-240429-MULTI-Weekday-01,92,2213,29.78,23
1-345,23926324-240429-MULTI-Weekday-01,223,1156,26.42,23
1-345,23926338-240429-MULTI-Weekday-01,101,805,20.95,20
1-345,23926341-240429-MULTI-Weekday-01,60,1801,22.88,19
1-345,23926343-240429-MULTI-Weekday-01,88,911,17.92,19
1-345,23926636-240429-MULTI-Weekday-01,85,915,15.3,13
1-345,23958345-240429-MULTI-Holiday1-01,192,1406,26.98,00
1-345,23958346-240429-MULTI-Holiday1-01,70,1517,30.33,00
1-345,23958551-240429-MULTI-Holiday1-01,69,1406,26.0,00
10-345,23923964-240429-MULTI-Weekday-01,105,618,20.52,07
10-345,23923965-240429-MULTI-Weekday-01,197,618,24.52,09
10-345,23923970-240429-MULTI-Weekday-01,225,618,20.28,07
10-345,23923971-240429-MULTI-Weekday-01,188,618,20.88,09
10-345,23923972-240429-MULTI-Weekday-01,127,809,15.33,08
10-345,23923973-240429-MULTI-Weekday-01,140,809,16.72,06
10-345,23923974-240429-MULTI-Weekday-01,198,809,23.14,05
10-345,23923979-240429-MULTI-Weekday-01,182,809,18.84,08
10-345,23923980-240429-MULTI-Weekday-01,170,1801,16.44,09
10-345,23923981-240429-MULTI-Weekday-01,118,1801,14.48,07
10-345,23923985-240429-MULTI-Weekday-01,194,1801,17.2,06
10-345,23923989-240429-MULTI-Weekday-01,193,1801,19.73,08
10-345,23923991-240429-MULTI-Weekday-01,143,1307,16.8,10
10-345,23923992-240429-MULTI-Weekday-01,188,1308,21.81,05
10-345,23923993-240429-MULTI-Weekday-01,105,1308,11.08,05
10-345,23923994-240429-MULTI-Weekday-01,213,1307,22.28,11
10-345,23923995-240429-MULTI-Weekday-01,197,1307,19.69,13
10-345,23923997-240429-MULTI-Weekday-01,114,1307,22.38,13
10-345,23923998-240429-MULTI-Weekday-01,124,1307,21.06,11
10-345,23924006-240429-MULTI-Weekday-01,210,1307,16.78,09
10-345,23924009-240429-MULTI-Weekday-01,126,1108,17.28,08
10-345,23924010-240429-MULTI-Weekday-01,181,1302,20.78,14
10-345,23924011-240429-MULTI-Weekday-01,139,1108,22.17,06
10-345,23924013-240429-MULTI-Weekday-01,184,1108,18.69,13
10-345,23924014-240429-MULTI-Weekday-01,131,1108,17.78,14
10-345,23924015-240429-MULTI-Weekday-01,216,1108,19.02,10
10-345,23924016-240429-MULTI-Weekday-01,176,1108,19.88,12
10-345,23924019-240429-MULTI-Weekday-01,165,1108,15.914,12
10-345,23924025-240429-MULTI-Weekday-01,135,1108,21.83,10
10-345,23924032-240429-MULTI-Weekday-01,187,1108,20.06,06
10-345,23924033-240429-MULTI-Weekday-01,192,1307,18.23,14
10-345,23924034-240429-MULTI-Weekday-01,186,1108,23.58,08
10-345,23924035-240429-MULTI-Weekday-01,182,1302,17.72,14
10-345,23924037-240429-MULTI-Weekday-01,163,804,15.26,15
10-345,23924038-240429-MULTI-Weekday-01,163,1307,14.836,15
10-345,23924043-240429-MULTI-Weekday-01,155,816,19.88,15
10-345,23924044-240429-MULTI-Weekday-01,168,804,19.28,15
10-345,23924045-240429-MULTI-Weekday-01,166,816,15.3,16
10-345,23924048-240429-MULTI-Weekday-01,191,1108,18.52,16
10-345,23924049-240429-MULTI-Weekday-01,218,1108,14.4,16
10-345,23924052-240429-MULTI-Weekday-01,173,1302,21.06,16
10-345,23924053-240429-MULTI-Weekday-01,145,1302,15.31,16
10-345,23924056-240429-MULTI-Weekday-01,189,1307,14.164,16
10-345,23924057-240429-MULTI-Weekday-01,165,1307,11.336,17
10-345,23924059-240429-MULTI-Weekday-01,192,804,19.0,17
10-345,23924062-240429-MULTI-Weekday-01,167,804,16.16,17
10-345,23924065-240429-MULTI-Weekday-01,207,816,24.53,17
10-345,23924066-240429-MULTI-Weekday-01,133,816,21.45,18
10-345,23924067-240429-MULTI-Weekday-01,177,1108,18.95,18
10-345,23924069-240429-MULTI-Weekday-01,157,1108,17.95,18
10-345,23924072-240429-MULTI-Weekday-01,171,1302,18.77,18
10-345,23924073-240429-MULTI-Weekday-01,165,1302,16.52,18
10-345,23924075-240429-MULTI-Weekday-01,170,1307,21.61,18
10-345,23924077-240429-MULTI-Weekday-01,154,1307,23.55,19
104-345,23925505-240429-MULTI-Weekday-01,277,1317,19.53,14
104-345,23925506-240429-MULTI-Weekday-01,271,1713,22.3,14
104-345,23925507-240429-MULTI-Weekday-01,279,1914,22.22,14
104-345,23925508-240429-MULTI-Weekday-01,256,635,19.92,14
104-345,23925509-240429-MULTI-Weekday-01,261,1317,21.47,15
104-345,23925510-240429-MULTI-Weekday-01,263,1713,21.23,15
104-345,23925511-240429-MULTI-Weekday-01,262,1914,23.28,15
104-345,23925512-240429-MULTI-Weekday-01,267,635,18.9,16
104-345,23925513-240429-MULTI-Weekday-01,278,1317,22.33,16
104-345,23925514-240429-MULTI-Weekday-01,270,1713,20.27,16
104-345,23925515-240429-MULTI-Weekday-01,282,1914,22.5,17
104-345,23925516-240429-MULTI-Weekday-01,269,635,19.53,17
104-345,23925517-240429-MULTI-Weekday-01,238,635,19.16,18
104-345,23925518-240429-MULTI-Weekday-01,259,1317,16.62,17
104-345,23925520-240429-MULTI-Weekday-01,264,1914,20.47,18
104-345,23925521-240429-MULTI-Weekday-01,261,1317,21.2,18
104-345,23925522-240429-MULTI-Weekday-01,285,1713,24.8,18
104-345,23925523-240429-MULTI-Weekday-01,283,1914,21.42,19
104-345,23925524-240429-MULTI-Weekday-01,281,635,23.0,19
104-345,23925525-240429-MULTI-Weekday-01,263,1317,16.66,19
104-345,23925526-240429-MULTI-Weekday-01,275,1914,21.97,20
104-345,23925527-240429-MULTI-Weekday-01,279,635,18.89,20
104-345,23925528-240429-MULTI-Weekday-01,276,1317,20.67,20
104-345,23925530-240429-MULTI-Weekday-01,109,1312,26.64,05
104-345,23925531-240429-MULTI-Weekday-01,103,1414,24.22,05
104-345,23925532-240429-MULTI-Weekday-01,90,1212,21.83,05
104-345,23925533-240429-MULTI-Weekday-01,110,1312,27.16,06
104-345,23925534-240429-MULTI-Weekday-01,116,1414,22.7,06
104-345,23925535-240429-MULTI-Weekday-01,98,1212,25.1,06
104-345,23925536-240429-MULTI-Weekday-01,99,1312,25.98,07
104-345,23925537-240429-MULTI-Weekday-01,118,1414,17.08,07
104-345,23925538-240429-MULTI-Weekday-01,96,1212,19.9,07
104-345,23925539-240429-MULTI-Weekday-01,124,1312,20.27,08
104-345,23925540-240429-MULTI-Weekday-01,114,1414,19.38,08
104-345,23925541-240429-MULTI-Weekday-01,140,1212,21.75,08
104-345,23925542-240429-MULTI-Weekday-01,109,1312,23.39,09
11-345,23924864-240429-MULTI-Weekday-01,138,1611,24.69,04
11-345,23924865-240429-MULTI-Weekday-01,86,1614,26.73,04
11-345,23924866-240429-MULTI-Weekday-01,75,1217,29.5,04
11-345,23924867-240429-MULTI-Weekday-01,103,811,23.56,04
11-345,23924868-240429-MULTI-Weekday-01,223,1611,22.58,05
11-345,23924869-240429-MULTI-Weekday-01,103,605,25.98,04
11-345,23924870-240429-MULTI-Weekday-01,232,1217,19.19,05
11-345,23924871-240429-MULTI-Weekday-01,225,605,21.7,05
11-345,23924873-240429-MULTI-Weekday-01,93,1611,18.9,06
11-345,23924874-240429-MULTI-Weekday-01,212,811,21.95,06
11-345,23924875-240429-MULTI-Weekday-01,80,1306,23.28,05
11-345,23924876-240429-MULTI-Weekday-01,93,605,25.03,06
11-345,23924877-240429-MULTI-Weekday-01,108,1217,22.17,06
11-345,23924878-240429-MULTI-Weekday-01,212,1614,21.66,06
11-345,23924879-240429-MULTI-Weekday-01,232,1611,22.33,07
11-345,23924880-240429-MULTI-Weekday-01,132,811,23.05,06
11-345,23924881-240429-MULTI-Weekday-01,96,1106,23.03,05
11-345,23924882-240429-MULTI-Weekday-01,211,1106,21.66,07
11-345,23924884-240429-MULTI-Weekday-01,182,1407,22.89,06
11-345,23924885-240429-MULTI-Weekday-01,205,1217,20.0,07
11-345,23924886-240429-MULTI-Weekday-01,50,1407,21.53,06
11-345,23924887-240429-MULTI-Weekday-01,220,605,21.12,07
11-345,23924888-240429-MULTI-Weekday-01,80,1217,22.16,08
11-345,23924889-240429-MULTI-Weekday-01,96,1611,21.17,07
11-345,23924890-240429-MULTI-Weekday-01,182,1407,16.12,08
11-345,23924891-240429-MULTI-Weekday-01,170,811,21.47,08
11-345,23924892-240429-MULTI-Weekday-01,91,1405,20.6,05
11-345,23924893-240429-MULTI-Weekday-01,108,1405,22.77,07
11-345,23924894-240429-MULTI-Weekday-01,87,605,20.33,08
11-345,23924895-240429-MULTI-Weekday-01,30,1407,21.14,08
11-345,23924896-240429-MULTI-Weekday-01,227,1405,20.02,06
11-345,23924897-240429-MULTI-Weekday-01,96,811,23.75,08
11-345,23924898-240429-MULTI-Weekday-01,223,1405,22.42,08
11-345,23924899-240429-MULTI-Weekday-01,97,1129,21.8,05
11-345,23924900-240429-MULTI-Weekday-01,212,1129,23.02,05
11-345,23924901-240429-MULTI-Weekday-01,245,1129,21.14,07
11-345,23924902-240429-MULTI-Weekday-01,75,1129,23.81,07
11-345,23924903-240429-MULTI-Weekday-01,237,1611,25.98,08
11-345,23924904-240429-MULTI-Weekday-01,243,1129,21.02,08
11-345,23924905-240429-MULTI-Weekday-01,220,605,22.86,09
11-345,23924906-240429-MULTI-Weekday-01,134,1302,23.9,05
11-345,23924907-240429-MULTI-Weekday-01,95,1302,19.56,06
11-345,23924908-240429-MULTI-Weekday-01,220,1302,21.27,05
11-345,23924909-240429-MULTI-Weekday-01,78,1302,22.34,08
11-345,23924910-240429-MULTI-Weekday-01,203,811,26.3,09
11-345,23924911-240429-MULTI-Weekday-01,222,1302,25.19,07
11-345,23924912-240429-MULTI-Weekday-01,79,1611,24.56,09
11-345,23924913-240429-MULTI-Weekday-01,103,605,23.39,10
11-345,23924914-240429-MULTI-Weekday-01,83,911,23.72,05
11-345,23924915-240429-MULTI-Weekday-01,193,1111,19.34,06
11-345,23924916-240429-MULTI-Weekday-01,220,1611,23.66,10
11-345,23924917-240429-MULTI-Weekday-01,104,811,24.12,10
11-345,23924918-240429-MULTI-Weekday-01,100,1111,23.4,05
11-345,23924919-240429-MULTI-Weekday-01,108,1111,21.31,07
11-345,23924920-240429-MULTI-Weekday-01,212,605,17.2,11
11-345,23924921-240429-MULTI-Weekday-01,206,1111,21.4,08
11-345,23924922-240429-MULTI-Weekday-01,98,1111,18.06,08
11-345,23924923-240429-MULTI-Weekday-01,220,811,25.31,11
11-345,23924924-240429-MULTI-Weekday-01,101,605,25.12,11
11-345,23924925-240429-MULTI-Weekday-01,101,1611,25.14,11
11-345,23924926-240429-MULTI-Weekday-01,89,2219,21.25,05
11-345,23924927-240429-MULTI-Weekday-01,94,1104,32.9,05
11-345,23924928-240429-MULTI-Weekday-01,110,1104,21.94,09
11-345,23924929-240429-MULTI-Weekday-01,85,1104,21.83,07
11-345,23924930-240429-MULTI-Weekday-01,211,1104,20.52,06
11-345,23924932-240429-MULTI-Weekday-01,219,1104,24.17,09
11-345,23924933-240429-MULTI-Weekday-01,210,1104,23.77,08
11-345,23924935-240429-MULTI-Weekday-01,101,811,21.84,12
11-345,23924936-240429-MULTI-Weekday-01,212,1611,21.22,12
11-345,23924937-240429-MULTI-Weekday-01,242,1621,6.465,13
11-345,23924938-240429-MULTI-Weekday-01,67,913,23.0,06
11-345,23924939-240429-MULTI-Weekday-01,208,2220,22.08,06
11-345,23924940-240429-MULTI-Weekday-01,233,605,20.27,12
11-345,23924941-240429-MULTI-Weekday-01,209,811,21.05,12
11-345,23924942-240429-MULTI-Weekday-01,192,621,21.27,05
11-345,23924943-240429-MULTI-Weekday-01,100,621,20.97,06
11-345,23924944-240429-MULTI-Weekday-01,229,1621,17.69,13
11-345,23924945-240429-MULTI-Weekday-01,100,1611,21.17,13
11-345,23924946-240429-MULTI-Weekday-01,85,624,20.08,06
11-345,23924947-240429-MULTI-Weekday-01,87,605,25.23,13
11-345,23924948-240429-MULTI-Weekday-01,91,819,22.64,06
11-345,23924949-240429-MULTI-Weekday-01,95,1621,22.55,06
11-345,23924950-240429-MULTI-Weekday-01,206,1611,19.38,14
11-345,23924951-240429-MULTI-Weekday-01,96,811,22.16,13
11-345,23924952-240429-MULTI-Weekday-01,100,603,21.36,06
11-345,23924953-240429-MULTI-Weekday-01,222,605,20.39,14
11-345,23924954-240429-MULTI-Weekday-01,107,1621,18.39,14
11-345,23924955-240429-MULTI-Weekday-01,200,603,21.34,06
11-345,23924956-240429-MULTI-Weekday-01,241,1306,21.34,06
11-345,23924957-240429-MULTI-Weekday-01,116,1306,21.3,07
11-345,23924958-240429-MULTI-Weekday-01,231,1306,20.53,11
11-345,23924959-240429-MULTI-Weekday-01,223,1306,23.39,08
11-345,23924960-240429-MULTI-Weekday-01,100,1306,21.19,09
11-345,23924961-240429-MULTI-Weekday-01,222,1306,19.78,10
11-345,23924962-240429-MULTI-Weekday-01,227,1306,18.94,13
11-345,23924963-240429-MULTI-Weekday-01,224,811,18.44,14
11-345,23924964-240429-MULTI-Weekday-01,84,1611,17.83,14
11-345,23924965-240429-MULTI-Weekday-01,89,1306,22.31,11
11-345,23924966-240429-MULTI-Weekday-01,94,1306,18.19,14
11-345,23924967-240429-MULTI-Weekday-01,88,1306,23.7,12
11-345,23924968-240429-MULTI-Weekday-01,81,2211,18.22,15
11-345,23924969-240429-MULTI-Weekday-01,135,1621,22.62,15
11-345,23924970-240429-MULTI-Weekday-01,216,622,14.21,06
11-345,23924971-240429-MULTI-Weekday-01,87,811,17.11,15
11-345,23924972-240429-MULTI-Weekday-01,86,1409,18.95,15
11-345,23924973-240429-MULTI-Weekday-01,233,1611,18.11,16
11-345,23924974-240429-MULTI-Weekday-01,198,1306,19.72,15
11-345,23924976-240429-MULTI-Weekday-01,227,1409,18.1,16
11-345,23924977-240429-MULTI-Weekday-01,103,1621,19.72,16
11-345,23924978-240429-MULTI-Weekday-01,218,611,15.836,16
11-345,23924978-240429-MULTI-Weekday-01,218,2211,24.83,16
11-345,23924979-240429-MULTI-Weekday-01,226,820,18.88,15
11-345,23924980-240429-MULTI-Weekday-01,98,1611,18.03,16
11-345,23924981-240429-MULTI-Weekday-01,84,820,21.27,16
11-345,23924982-240429-MULTI-Weekday-01,91,1102,18.23,16
11-345,23924983-240429-MULTI-Weekday-01,103,1306,17.94,16
11-345,23924984-240429-MULTI-Weekday-01,216,811,16.55,16
11-345,23924985-240429-MULTI-Weekday-01,225,820,16.05,17
11-345,23924986-240429-MULTI-Weekday-01,213,1102,16.78,15
11-345,23924987-240429-MULTI-Weekday-01,96,1409,19.88,17
11-345,23924988-240429-MULTI-Weekday-01,92,611,18.56,17
11-345,23924989-240429-MULTI-Weekday-01,69,618,19.89,16
11-345,23924990-240429-MULTI-Weekday-01,199,618,15.83,15
11-345,23924991-240429-MULTI-Weekday-01,199,1621,16.81,17
11-345,23924992-240429-MULTI-Weekday-01,234,1102,17.95,17
11-345,23924993-240429-MULTI-Weekday-01,217,1306,18.98,17
11-345,23924994-240429-MULTI-Weekday-01,83,822,21.48,17
11-345,23924995-240429-MULTI-Weekday-01,222,822,17.69,16
11-345,23924996-240429-MULTI-Weekday-01,222,618,18.94,17
11-345,23924998-240429-MULTI-Weekday-01,103,811,24.52,17
11-345,23924999-240429-MULTI-Weekday-01,205,1611,17.84,17
11-345,23925000-240429-MULTI-Weekday-01,103,609,20.06,15
11-345,23925001-240429-MULTI-Weekday-01,127,802,17.08,16
11-345,23925002-240429-MULTI-Weekday-01,205,609,15.92,16
11-345,23925004-240429-MULTI-Weekday-01,190,802,16.33,15
11-345,23925005-240429-MULTI-Weekday-01,86,1621,28.03,18
11-345,23925006-240429-MULTI-Weekday-01,212,802,20.88,18
11-345,23925007-240429-MULTI-Weekday-01,150,802,41.2,18
11-345,23925008-240429-MULTI-Weekday-01,101,1306,26.19,18
11-345,23925009-240429-MULTI-Weekday-01,80,609,19.02,17
11-345,23925010-240429-MULTI-Weekday-01,85,1611,22.34,18
11-345,23925011-240429-MULTI-Weekday-01,223,611,23.42,18
11-345,23925012-240429-MULTI-Weekday-01,194,822,20.17,18
