ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
1-345,23926210-240429-MULTI-Weekday-01,98,1108,17.42,11
1-345,23926211-240429-MULTI-Weekday-01,85,807,19.42,11
1-345,23926212-240429-MULTI-Weekday-01,64,1126,14.4,13
1-345,23926213-240429-MULTI-Weekday-01,73,1306,14.56,12
1-345,23926214-240429-MULTI-Weekday-01,75,809,14.5,12
1-345,23926215-240429-MULTI-Weekday-01,74,615,17.03,13
1-345,23926216-240429-MULTI-Weekday-01,79,1108,15.3,14
1-345,23926217-240429-MULTI-Weekday-01,70,807,15.09,15
1-345,23926218-240429-MULTI-Weekday-01,208,1510,14.984,09
1-345,23926219-240429-MULTI-Weekday-01,203,1704,15.86,09
1-345,23926220-240429-MULTI-Weekday-01,205,611,15.14,10
1-345,23926221-240429-MULTI-Weekday-01,195,2210,14.67,10
1-345,23926222-240429-MULTI-Weekday-01,211,1510,15.484,11
1-345,23926223-240429-MULTI-Weekday-01,210,1704,13.7,11
1-345,23926224-240429-MULTI-Weekday-01,207,1128,15.82,12
1-345,23926225-240429-MULTI-Weekday-01,209,2210,12.3,12
1-345,23926226-240429-MULTI-Weekday-01,76,611,15.21,09
1-345,23926227-240429-MULTI-Weekday-01,213,1510,12.75,13
1-345,23926229-240429-MULTI-Weekday-01,208,1128,13.61,14
1-345,23926230-240429-MULTI-Weekday-01,105,2210,15.664,09
1-345,23926231-240429-MULTI-Weekday-01,108,1510,16.33,10
1-345,23926232-240429-MULTI-Weekday-01,103,1704,16.62,10
1-345,23926233-240429-MULTI-Weekday-01,98,611,15.0,11
1-345,23926233-240429-MULTI-Weekday-01,98,1128,17.9,11
1-345,23926234-240429-MULTI-Weekday-01,93,2210,15.03,11
1-345,23926235-240429-MULTI-Weekday-01,86,1510,16.08,12
1-345,23926236-240429-MULTI-Weekday-01,70,1704,13.81,12
1-345,23926237-240429-MULTI-Weekday-01,83,1128,14.74,13
1-345,23926238-240429-MULTI-Weekday-01,74,2210,13.38,14
1-345,23926239-240429-MULTI-Weekday-01,86,1510,13.375,14
1-345,23926240-240429-MULTI-Weekday-01,77,1704,13.01,15
1-345,23926241-240429-MULTI-Weekday-01,86,616,14.8,15
1-345,23926242-240429-MULTI-Weekday-01,73,1306,16.61,15
1-345,23926243-240429-MULTI-Weekday-01,97,617,13.85,15
1-345,23926244-240429-MULTI-Weekday-01,73,809,16.86,16
1-345,23926245-240429-MULTI-Weekday-01,77,615,20.7,16
1-345,23926245-240429-MULTI-Weekday-01,77,826,16.75,17
1-345,23926246-240429-MULTI-Weekday-01,72,622,17.5,17
1-345,23926247-240429-MULTI-Weekday-01,78,1126,17.02,17
1-345,23926248-240429-MULTI-Weekday-01,84,1108,17.72,17
1-345,23926249-240429-MULTI-Weekday-01,82,915,17.58,17
1-345,23926250-240429-MULTI-Weekday-01,87,611,20.45,18
1-345,23926251-240429-MULTI-Weekday-01,78,616,21.34,18
1-345,23926253-240429-MULTI-Weekday-01,78,617,18.16,19
1-345,23926254-240429-MULTI-Weekday-01,87,809,19.94,19
1-345,23926255-240429-MULTI-Weekday-01,80,826,20.45,19
1-345,23926256-240429-MULTI-Weekday-01,88,910,22.61,20
1-345,23926257-240429-MULTI-Weekday-01,78,1126,20.9,20
1-345,23926258-240429-MULTI-Weekday-01,103,1108,20.6,20
1-345,23926259-240429-MULTI-Weekday-01,79,611,24.0,21
1-345,23926260-240429-MULTI-Weekday-01,75,616,20.8,21
1-345,23926261-240429-MULTI-Weekday-01,92,617,23.03,22
1-345,23926262-240429-MULTI-Weekday-01,206,622,14.7,15
1-345,23926263-240429-MULTI-Weekday-01,205,1126,16.77,15
1-345,23926264-240429-MULTI-Weekday-01,215,616,16.77,16
1-345,23926265-240429-MULTI-Weekday-01,216,1108,16.11,15
1-345,23926266-240429-MULTI-Weekday-01,223,915,15.51,16
1-345,23926267-240429-MULTI-Weekday-01,211,807,17.2,16
1-345,23926268-240429-MULTI-Weekday-01,211,1306,15.09,17
1-345,23926269-240429-MULTI-Weekday-01,205,617,16.94,17
1-345,23926270-240429-MULTI-Weekday-01,211,809,17.53,17
1-345,23926271-240429-MULTI-Weekday-01,211,826,16.67,18
1-345,23926272-240429-MULTI-Weekday-01,203,622,17.2,18
1-345,23926273-240429-MULTI-Weekday-01,207,1126,17.14,18
1-345,23926274-240429-MULTI-Weekday-01,192,1108,17.44,19
1-345,23926275-240429-MULTI-Weekday-01,219,915,18.17,19
1-345,23926276-240429-MULTI-Weekday-01,204,611,16.45,19
1-345,23926277-240429-MULTI-Weekday-01,215,826,20.48,21
1-345,23926278-240429-MULTI-Weekday-01,200,616,17.47,20
1-345,23926279-240429-MULTI-Weekday-01,201,617,18.11,20
1-345,23926280-240429-MULTI-Weekday-01,210,809,20.95,20
1-345,23926281-240429-MULTI-Weekday-01,209,910,18.02,21
1-345,23926282-240429-MULTI-Weekday-01,208,1126,19.97,21
1-345,23926283-240429-MULTI-Weekday-01,217,2210,12.0,15
1-345,23926284-240429-MULTI-Weekday-01,217,827,11.484,15
1-345,23926285-240429-MULTI-Weekday-01,191,1510,14.086,15
1-345,23926286-240429-MULTI-Weekday-01,221,1704,12.55,16
1-345,23926287-240429-MULTI-Weekday-01,213,824,12.83,16
1-345,23926288-240429-MULTI-Weekday-01,212,1128,13.43,16
1-345,23926289-240429-MULTI-Weekday-01,191,2224,14.555,17
1-345,23926290-240429-MULTI-Weekday-01,178,2210,13.27,17
1-345,23926291-240429-MULTI-Weekday-01,198,827,11.836,17
1-345,23926292-240429-MULTI-Weekday-01,209,1510,13.914,18
1-345,23926293-240429-MULTI-Weekday-01,196,1704,17.38,18
1-345,23926294-240429-MULTI-Weekday-01,211,824,14.16,18
1-345,23926295-240429-MULTI-Weekday-01,213,1128,12.76,19
1-345,23926296-240429-MULTI-Weekday-01,88,827,15.58,16
1-345,23926297-240429-MULTI-Weekday-01,84,1704,13.516,17
1-345,23926298-240429-MULTI-Weekday-01,73,1128,14.57,17
1-345,23926299-240429-MULTI-Weekday-01,85,2210,16.02,18
1-345,23926300-240429-MULTI-Weekday-01,84,824,13.78,17
1-345,23926301-240429-MULTI-Weekday-01,89,2224,16.75,18
1-345,23926302-240429-MULTI-Weekday-01,109,827,15.68,18
1-345,23926303-240429-MULTI-Weekday-01,108,1510,16.1,16
1-345,23926304-240429-MULTI-Weekday-01,78,824,15.08,15
1-345,23926305-240429-MULTI-Weekday-01,83,1128,14.24,15
1-345,23926306-240429-MULTI-Weekday-01,93,2224,14.83,16
1-345,23926307-240429-MULTI-Weekday-01,81,2210,13.016,16
1-345,23926308-240429-MULTI-Weekday-01,179,1108,19.45,22
1-345,23926309-240429-MULTI-Weekday-01,194,605,30.77,00
1-345,23926309-240429-MULTI-Weekday-01,194,616,18.5,22
1-345,23926310-240429-MULTI-Weekday-01,209,617,20.52,23
1-345,23926310-240429-MULTI-Weekday-01,209,1519,18.02,00
1-345,23926311-240429-MULTI-Weekday-01,204,826,21.78,23
1-345,23926311-240429-MULTI-Weekday-01,204,1102,19.38,00
1-345,23926313-240429-MULTI-Weekday-01,207,816,20.05,00
1-345,23926314-240429-MULTI-Weekday-01,205,605,23.27,01
1-345,23926315-240429-MULTI-Weekday-01,207,1519,29.34,01
1-345,23926316-240429-MULTI-Weekday-01,72,1126,23.55,23
1-345,23926317-240429-MULTI-Weekday-01,100,1519,24.17,00
1-345,23926318-240429-MULTI-Weekday-01,87,826,22.23,22
1-345,23926320-240429-MULTI-Weekday-01,89,605,24.98,00
1-345,23926323-240429-MULTI-Weekday-01,114,1102,43.06,01
1-345,23926324-240429-MULTI-Weekday-01,190,2220,20.17,00
1-345,23926334-240429-MULTI-Weekday-01,55,1510,21.1,19
1-345,23926338-240429-MULTI-Weekday-01,77,1128,21.36,20
1-345,23926341-240429-MULTI-Weekday-01,83,824,21.97,19
1-345,23926636-240429-MULTI-Weekday-01,98,622,21.58,13
10-345,23923964-240429-MULTI-Weekday-01,75,1620,21.67,07
10-345,23923965-240429-MULTI-Weekday-01,173,1620,28.28,09
10-345,23923971-240429-MULTI-Weekday-01,202,1620,21.83,09
10-345,23923972-240429-MULTI-Weekday-01,139,823,19.83,08
10-345,23923973-240429-MULTI-Weekday-01,174,823,17.22,06
10-345,23923974-240429-MULTI-Weekday-01,185,823,18.44,05
10-345,23923979-240429-MULTI-Weekday-01,175,823,18.42,08
10-345,23923980-240429-MULTI-Weekday-01,133,1106,15.984,09
10-345,23923985-240429-MULTI-Weekday-01,180,1106,14.55,06
10-345,23923989-240429-MULTI-Weekday-01,199,1106,17.02,08
10-345,23923990-240429-MULTI-Weekday-01,167,1123,17.8,08
10-345,23923991-240429-MULTI-Weekday-01,122,1103,14.98,10
10-345,23923992-240429-MULTI-Weekday-01,169,1123,21.78,05
10-345,23923993-240429-MULTI-Weekday-01,97,1123,25.48,05
10-345,23923994-240429-MULTI-Weekday-01,193,1103,19.56,11
10-345,23923995-240429-MULTI-Weekday-01,189,1103,19.16,13
10-345,23923997-240429-MULTI-Weekday-01,120,1103,22.02,13
10-345,23923998-240429-MULTI-Weekday-01,144,1103,22.53,11
10-345,23924006-240429-MULTI-Weekday-01,183,1103,18.95,09
10-345,23924006-240429-MULTI-Weekday-01,183,1123,13.21,09
10-345,23924007-240429-MULTI-Weekday-01,172,1123,21.19,07
10-345,23924009-240429-MULTI-Weekday-01,151,815,21.0,08
10-345,23924010-240429-MULTI-Weekday-01,149,608,13.625,14
10-345,23924011-240429-MULTI-Weekday-01,152,815,13.09,06
10-345,23924013-240429-MULTI-Weekday-01,174,815,17.3,13
10-345,23924014-240429-MULTI-Weekday-01,153,815,16.86,14
10-345,23924015-240429-MULTI-Weekday-01,226,815,19.06,10
10-345,23924016-240429-MULTI-Weekday-01,205,815,21.3,12
10-345,23924019-240429-MULTI-Weekday-01,125,815,22.0,12
10-345,23924025-240429-MULTI-Weekday-01,117,815,22.7,10
10-345,23924032-240429-MULTI-Weekday-01,184,815,19.47,06
10-345,23924033-240429-MULTI-Weekday-01,183,1103,19.64,14
10-345,23924034-240429-MULTI-Weekday-01,190,815,17.84,08
10-345,23924035-240429-MULTI-Weekday-01,186,608,18.67,14
10-345,23924037-240429-MULTI-Weekday-01,151,1515,15.12,15
10-345,23924038-240429-MULTI-Weekday-01,140,1103,14.33,15
10-345,23924043-240429-MULTI-Weekday-01,177,802,20.83,15
10-345,23924044-240429-MULTI-Weekday-01,175,1515,16.19,15
10-345,23924045-240429-MULTI-Weekday-01,178,802,17.17,16
10-345,23924048-240429-MULTI-Weekday-01,182,815,19.8,16
10-345,23924049-240429-MULTI-Weekday-01,171,815,15.04,16
10-345,23924052-240429-MULTI-Weekday-01,195,608,19.11,16
10-345,23924053-240429-MULTI-Weekday-01,174,608,17.23,16
10-345,23924056-240429-MULTI-Weekday-01,185,1103,18.06,16
10-345,23924057-240429-MULTI-Weekday-01,190,1103,16.77,17
10-345,23924059-240429-MULTI-Weekday-01,178,1515,17.23,17
10-345,23924062-240429-MULTI-Weekday-01,173,1515,18.16,17
10-345,23924065-240429-MULTI-Weekday-01,189,802,19.92,17
10-345,23924066-240429-MULTI-Weekday-01,127,802,17.62,18
10-345,23924067-240429-MULTI-Weekday-01,165,815,19.08,18
10-345,23924069-240429-MULTI-Weekday-01,142,815,15.56,18
10-345,23924072-240429-MULTI-Weekday-01,198,608,20.47,18
10-345,23924073-240429-MULTI-Weekday-01,170,608,21.73,18
10-345,23924075-240429-MULTI-Weekday-01,178,1103,19.88,18
10-345,23924077-240429-MULTI-Weekday-01,157,1103,21.55,19
104-345,23925505-240429-MULTI-Weekday-01,270,1814,23.22,14
104-345,23925506-240429-MULTI-Weekday-01,269,1817,20.25,14
104-345,23925507-240429-MULTI-Weekday-01,282,2106,20.45,14
104-345,23925508-240429-MULTI-Weekday-01,276,1165,22.69,14
104-345,23925509-240429-MULTI-Weekday-01,271,1814,23.52,15
104-345,23925510-240429-MULTI-Weekday-01,274,1817,21.67,15
104-345,23925511-240429-MULTI-Weekday-01,269,2106,18.2,15
104-345,23925512-240429-MULTI-Weekday-01,273,1165,20.36,16
104-345,23925513-240429-MULTI-Weekday-01,278,1814,25.6,16
104-345,23925514-240429-MULTI-Weekday-01,285,1817,21.11,16
104-345,23925515-240429-MULTI-Weekday-01,273,2106,23.39,17
104-345,23925516-240429-MULTI-Weekday-01,280,1165,20.12,17
104-345,23925518-240429-MULTI-Weekday-01,269,1814,18.88,17
104-345,23925519-240429-MULTI-Weekday-01,296,1817,17.3,17
104-345,23925520-240429-MULTI-Weekday-01,261,2106,17.3,18
104-345,23925521-240429-MULTI-Weekday-01,279,1814,19.08,18
104-345,23925522-240429-MULTI-Weekday-01,264,1817,26.5,18
104-345,23925523-240429-MULTI-Weekday-01,273,2106,21.78,19
104-345,23925525-240429-MULTI-Weekday-01,285,1814,20.6,19
104-345,23925526-240429-MULTI-Weekday-01,279,2106,23.73,20
104-345,23925528-240429-MULTI-Weekday-01,272,1814,17.69,20
104-345,23925529-240429-MULTI-Weekday-01,289,2106,23.1,21
104-345,23925530-240429-MULTI-Weekday-01,136,1819,25.5,05
104-345,23925531-240429-MULTI-Weekday-01,99,1509,25.3,05
104-345,23925532-240429-MULTI-Weekday-01,100,1314,28.66,05
104-345,23925533-240429-MULTI-Weekday-01,127,1819,21.97,05
104-345,23925534-240429-MULTI-Weekday-01,129,1509,27.06,06
104-345,23925535-240429-MULTI-Weekday-01,141,1314,24.06,06
104-345,23925537-240429-MULTI-Weekday-01,82,1509,17.72,07
104-345,23925538-240429-MULTI-Weekday-01,93,1314,24.89,07
104-345,23925539-240429-MULTI-Weekday-01,128,1819,21.81,08
104-345,23925540-240429-MULTI-Weekday-01,120,1509,24.95,08
104-345,23925541-240429-MULTI-Weekday-01,99,1314,25.94,08
104-345,23925542-240429-MULTI-Weekday-01,102,1819,26.73,09
11-345,23924864-240429-MULTI-Weekday-01,136,812,28.4,04
11-345,23924865-240429-MULTI-Weekday-01,98,1619,23.66,04
11-345,23924866-240429-MULTI-Weekday-01,120,623,26.23,04
11-345,23924867-240429-MULTI-Weekday-01,89,1409,23.52,04
11-345,23924868-240429-MULTI-Weekday-01,199,812,23.22,05
11-345,23924870-240429-MULTI-Weekday-01,192,623,21.3,05
11-345,23924873-240429-MULTI-Weekday-01,112,812,18.97,06
11-345,23924874-240429-MULTI-Weekday-01,180,1409,16.73,05
11-345,23924875-240429-MULTI-Weekday-01,93,912,23.16,05
11-345,23924877-240429-MULTI-Weekday-01,86,623,18.77,06
11-345,23924878-240429-MULTI-Weekday-01,198,1619,18.1,06
11-345,23924879-240429-MULTI-Weekday-01,130,812,16.47,07
11-345,23924880-240429-MULTI-Weekday-01,51,1409,19.92,06
11-345,23924881-240429-MULTI-Weekday-01,118,622,11.26,05
11-345,23924884-240429-MULTI-Weekday-01,226,819,23.48,05
11-345,23924885-240429-MULTI-Weekday-01,194,623,19.42,07
11-345,23924886-240429-MULTI-Weekday-01,73,819,19.33,06
11-345,23924888-240429-MULTI-Weekday-01,131,623,23.55,08
11-345,23924889-240429-MULTI-Weekday-01,92,812,24.31,07
11-345,23924890-240429-MULTI-Weekday-01,212,819,22.3,07
11-345,23924891-240429-MULTI-Weekday-01,214,1409,18.17,07
11-345,23924892-240429-MULTI-Weekday-01,81,2211,22.45,05
11-345,23924893-240429-MULTI-Weekday-01,131,2211,28.27,07
11-345,23924894-240429-MULTI-Weekday-01,134,1406,25.31,08
11-345,23924896-240429-MULTI-Weekday-01,216,2211,19.33,06
11-345,23924897-240429-MULTI-Weekday-01,79,1409,24.25,08
11-345,23924898-240429-MULTI-Weekday-01,245,2211,23.16,08
11-345,23924899-240429-MULTI-Weekday-01,108,1613,22.66,05
11-345,23924900-240429-MULTI-Weekday-01,220,1613,21.78,05
11-345,23924901-240429-MULTI-Weekday-01,245,1613,18.47,06
11-345,23924902-240429-MULTI-Weekday-01,96,1613,22.34,07
11-345,23924903-240429-MULTI-Weekday-01,253,812,28.53,08
11-345,23924904-240429-MULTI-Weekday-01,199,1613,25.56,08
11-345,23924905-240429-MULTI-Weekday-01,244,1406,27.33,09
11-345,23924909-240429-MULTI-Weekday-01,96,609,24.14,08
11-345,23924910-240429-MULTI-Weekday-01,231,1409,20.9,09
11-345,23924912-240429-MULTI-Weekday-01,120,812,25.52,09
11-345,23924913-240429-MULTI-Weekday-01,93,1406,23.66,10
11-345,23924914-240429-MULTI-Weekday-01,97,618,22.53,05
11-345,23924915-240429-MULTI-Weekday-01,189,915,20.77,06
11-345,23924916-240429-MULTI-Weekday-01,197,812,23.66,10
11-345,23924917-240429-MULTI-Weekday-01,99,1409,24.7,10
11-345,23924918-240429-MULTI-Weekday-01,90,915,26.58,05
11-345,23924919-240429-MULTI-Weekday-01,170,915,23.75,07
11-345,23924920-240429-MULTI-Weekday-01,189,1406,20.19,10
11-345,23924921-240429-MULTI-Weekday-01,213,915,22.4,08
11-345,23924922-240429-MULTI-Weekday-01,171,915,23.23,08
11-345,23924924-240429-MULTI-Weekday-01,88,1406,19.4,11
11-345,23924925-240429-MULTI-Weekday-01,107,812,24.58,11
11-345,23924926-240429-MULTI-Weekday-01,79,1610,21.62,05
11-345,23924927-240429-MULTI-Weekday-01,98,605,23.22,05
11-345,23924929-240429-MULTI-Weekday-01,131,605,23.7,07
11-345,23924930-240429-MULTI-Weekday-01,210,605,21.31,06
11-345,23924931-240429-MULTI-Weekday-01,208,605,18.1,11
11-345,23924933-240429-MULTI-Weekday-01,236,605,24.11,08
11-345,23924934-240429-MULTI-Weekday-01,95,605,22.28,10
11-345,23924935-240429-MULTI-Weekday-01,96,1409,22.62,12
11-345,23924936-240429-MULTI-Weekday-01,181,812,21.52,12
11-345,23924937-240429-MULTI-Weekday-01,84,605,22.5,12
11-345,23924938-240429-MULTI-Weekday-01,122,1516,23.8,07
11-345,23924939-240429-MULTI-Weekday-01,213,2219,23.84,06
11-345,23924940-240429-MULTI-Weekday-01,229,1406,24.06,12
11-345,23924941-240429-MULTI-Weekday-01,216,1409,19.47,12
11-345,23924944-240429-MULTI-Weekday-01,217,605,17.86,13
11-345,23924945-240429-MULTI-Weekday-01,75,812,19.28,13
11-345,23924946-240429-MULTI-Weekday-01,95,1403,19.2,06
11-345,23924947-240429-MULTI-Weekday-01,91,1406,16.25,13
11-345,23924948-240429-MULTI-Weekday-01,56,826,21.66,06
11-345,23924949-240429-MULTI-Weekday-01,64,1701,23.56,06
11-345,23924950-240429-MULTI-Weekday-01,203,812,17.89,14
11-345,23924951-240429-MULTI-Weekday-01,88,1409,19.3,13
11-345,23924952-240429-MULTI-Weekday-01,93,914,27.17,06
11-345,23924953-240429-MULTI-Weekday-01,219,1406,18.66,14
11-345,23924954-240429-MULTI-Weekday-01,94,605,19.2,14
11-345,23924955-240429-MULTI-Weekday-01,210,914,17.86,06
11-345,23924956-240429-MULTI-Weekday-01,139,912,21.03,06
11-345,23924957-240429-MULTI-Weekday-01,110,912,24.38,07
11-345,23924958-240429-MULTI-Weekday-01,197,912,24.92,11
11-345,23924959-240429-MULTI-Weekday-01,215,912,29.17,08
11-345,23924960-240429-MULTI-Weekday-01,112,912,25.02,09
11-345,23924961-240429-MULTI-Weekday-01,199,912,23.06,10
11-345,23924962-240429-MULTI-Weekday-01,227,912,19.75,13
11-345,23924963-240429-MULTI-Weekday-01,231,1409,19.2,14
11-345,23924964-240429-MULTI-Weekday-01,94,812,17.56,14
11-345,23924965-240429-MULTI-Weekday-01,112,912,22.03,11
11-345,23924966-240429-MULTI-Weekday-01,91,912,19.31,14
11-345,23924967-240429-MULTI-Weekday-01,95,912,19.5,12
11-345,23924969-240429-MULTI-Weekday-01,201,605,24.55,15
11-345,23924970-240429-MULTI-Weekday-01,210,1309,24.33,07
11-345,23924971-240429-MULTI-Weekday-01,87,1409,21.86,15
11-345,23924972-240429-MULTI-Weekday-01,106,1218,17.44,15
11-345,23924973-240429-MULTI-Weekday-01,212,812,16.19,15
11-345,23924974-240429-MULTI-Weekday-01,210,912,18.55,15
11-345,23924976-240429-MULTI-Weekday-01,227,1218,17.47,16
11-345,23924977-240429-MULTI-Weekday-01,78,605,19.19,16
11-345,23924978-240429-MULTI-Weekday-01,224,909,15.375,16
11-345,23924979-240429-MULTI-Weekday-01,196,1407,13.516,15
11-345,23924980-240429-MULTI-Weekday-01,100,812,20.56,17
11-345,23924982-240429-MULTI-Weekday-01,95,823,21.02,16
11-345,23924983-240429-MULTI-Weekday-01,105,912,20.42,16
11-345,23924984-240429-MULTI-Weekday-01,218,1409,16.56,16
11-345,23924986-240429-MULTI-Weekday-01,214,823,17.78,15
11-345,23924987-240429-MULTI-Weekday-01,93,1218,18.58,17
11-345,23924988-240429-MULTI-Weekday-01,110,909,23.58,17
11-345,23924989-240429-MULTI-Weekday-01,99,819,19.53,16
11-345,23924990-240429-MULTI-Weekday-01,203,819,17.56,15
11-345,23924991-240429-MULTI-Weekday-01,204,605,18.94,17
11-345,23924992-240429-MULTI-Weekday-01,224,823,18.6,17
11-345,23924993-240429-MULTI-Weekday-01,192,912,15.58,17
11-345,23924994-240429-MULTI-Weekday-01,112,2216,25.2,17
11-345,23924995-240429-MULTI-Weekday-01,210,2216,19.69,16
11-345,23924996-240429-MULTI-Weekday-01,226,819,22.06,17
11-345,23924998-240429-MULTI-Weekday-01,105,1409,22.72,17
11-345,23924999-240429-MULTI-Weekday-01,231,812,21.45,17
11-345,23925000-240429-MULTI-Weekday-01,106,1405,20.69,15
11-345,23925001-240429-MULTI-Weekday-01,85,1403,18.81,16
11-345,23925002-240429-MULTI-Weekday-01,206,1405,15.77,16
11-345,23925004-240429-MULTI-Weekday-01,212,1403,14.516,15
11-345,23925005-240429-MULTI-Weekday-01,92,605,23.83,18
11-345,23925006-240429-MULTI-Weekday-01,215,1403,21.0,17
11-345,23925007-240429-MULTI-Weekday-01,77,1403,28.98,18
11-345,23925008-240429-MULTI-Weekday-01,90,912,21.9,18
11-345,23925009-240429-MULTI-Weekday-01,115,1405,23.58,17
11-345,23925010-240429-MULTI-Weekday-01,100,812,21.25,18
11-345,23925011-240429-MULTI-Weekday-01,227,909,22.1,18
11-345,23925012-240429-MULTI-Weekday-01,225,2216,21.84,18
11-345,23925013-240429-MULTI-Weekday-01,205,1218,16.77,18
11-345,23925014-240429-MULTI-Weekday-01,223,1409,20.58,18
11-345,23925015-240429-MULTI-Weekday-01,216,1405,20.86,18
11-345,23925016-240429-MULTI-Weekday-01,92,2213,20.58,17
11-345,23925017-240429-MULTI-Weekday-01,48,1218,27.8,19
11-345,23925018-240429-MULTI-Weekday-01,100,2213,25.25,18
11-345,23925019-240429-MULTI-Weekday-01,230,2213,18.97,15
11-345,23925020-240429-MULTI-Weekday-01,225,2213,21.27,17
11-345,23925021-240429-MULTI-Weekday-01,203,1407,17.55,19
11-345,23925023-240429-MULTI-Weekday-01,129,1121,19.03,15
11-345,23925024-240429-MULTI-Weekday-01,207,1121,20.78,16
11-345,23925025-240429-MULTI-Weekday-01,100,1121,24.33,17
11-345,23925026-240429-MULTI-Weekday-01,221,1121,26.0,18
