ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
18-345,23933522-240429-MULTI-Saturday-01,135,1708,29.45,01
2-345,23933077-240429-MULTI-Saturday-01,162,2021,24.25,00
2-345,23933084-240429-MULTI-Saturday-01,104,1214,22.61,00
2-345,23933085-240429-MULTI-Saturday-01,189,1317,28.3,00
2-345,23933154-240429-MULTI-Saturday-01,137,2021,23.62,00
2-345,23933156-240429-MULTI-Saturday-01,290,1713,29.89,00
2-345,23933157-240429-MULTI-Saturday-01,286,1317,29.56,00
2-345,23933158-240429-MULTI-Saturday-01,281,1214,23.62,01
29-345,23939751-240429-MULTI-Saturday-01,63,1905,28.89,00
3-345,23931775-240429-MULTI-Saturday-01,65,2105,25.38,00
3-345,23931776-240429-MULTI-Saturday-01,237,1711,27.66,00
30-345,23944637-240429-MULTI-Saturday-01,95,1514,19.08,00
30-345,23944660-240429-MULTI-Saturday-01,311,1118,38.34,00
30-345,23944690-240429-MULTI-Saturday-01,124,1410,27.69,00
30-345,23944705-240429-MULTI-Saturday-01,146,1118,18.28,00
4-345,23931197-240429-MULTI-Saturday-01,116,1590,15.1,00
4-345,23931198-240429-MULTI-Saturday-01,221,1778,25.84,00
4-345,23931209-240429-MULTI-Saturday-01,226,2012,26.44,00
4-345,23931210-240429-MULTI-Saturday-01,249,1059,22.58,00
4-345,23931223-240429-MULTI-Saturday-01,48,1059,26.17,00
4-345,23931224-240429-MULTI-Saturday-01,137,2012,33.1,00
4-345,23931237-240429-MULTI-Saturday-01,157,1590,18.12,00
5-345,23930824-240429-MULTI-Saturday-01,170,1976,43.3,00
5-345,23930841-240429-MULTI-Saturday-01,85,1281,30.55,00
5-345,23930844-240429-MULTI-Saturday-01,203,2082,20.92,00
5-345,23930848-240429-MULTI-Saturday-01,61,1877,26.48,00
5-345,23930849-240429-MULTI-Saturday-01,288,1976,33.88,00
5-345,23930850-240429-MULTI-Saturday-01,217,1680,27.83,00
50-345,23931138-240429-MULTI-Saturday-01,280,915,29.2,00
50-345,23931149-240429-MULTI-Saturday-01,125,818,32.2,00
501-345,23931469-240429-MULTI-Saturday-01,232,1290,29.73,00
501-345,23931473-240429-MULTI-Saturday-01,217,1777,28.02,00
502-345,23932554-240429-MULTI-Saturday-01,280,1580,37.3,00
7-345,23931308-240429-MULTI-Saturday-01,133,1907,33.12,00
7-345,23931309-240429-MULTI-Saturday-01,128,1910,24.66,00
7-345,23931310-240429-MULTI-Saturday-01,139,1215,24.19,00
7-345,23931314-240429-MULTI-Saturday-01,255,1910,21.36,00
7-345,23931318-240429-MULTI-Saturday-01,274,1215,25.22,00
7-345,23931319-240429-MULTI-Saturday-01,253,1907,25.75,00
7-345,23931426-240429-MULTI-Saturday-01,90,1907,39.88,01
7-345,23933081-240429-MULTI-Saturday-01,274,1910,28.88,00
7-345,23933082-240429-MULTI-Saturday-01,278,1215,27.58,01
8-345,23931560-240429-MULTI-Saturday-01,171,1601,24.48,00
8-345,23931574-240429-MULTI-Saturday-01,187,705,19.64,00
8-345,23931602-240429-MULTI-Saturday-01,51,1601,18.52,00
8-345,23931605-240429-MULTI-Saturday-01,101,705,6.31,00
