time,time_2_comp
07-02-2024 04:56:25,0.71
07-02-2024 04:56:41,0.74
07-02-2024 04:56:57,0.69
07-02-2024 04:57:12,0.74
07-02-2024 04:57:28,0.61
07-02-2024 04:57:44,0.67
07-02-2024 04:58:00,0.74
07-02-2024 04:58:15,0.82
07-02-2024 04:58:31,0.68
07-02-2024 04:58:47,0.76
07-02-2024 04:59:03,0.69
07-02-2024 04:59:18,0.75
07-02-2024 04:59:34,0.65
07-02-2024 04:59:50,0.72
07-02-2024 05:00:06,0.8
07-02-2024 05:00:22,0.7
07-02-2024 05:00:37,0.67
07-02-2024 05:00:53,0.72
07-02-2024 05:01:09,0.8
07-02-2024 05:01:25,0.71
07-02-2024 05:01:40,0.67
07-02-2024 05:01:56,0.71
07-02-2024 05:02:12,0.64
07-02-2024 05:02:27,0.64
07-02-2024 05:02:43,0.7
07-02-2024 05:02:59,0.62
07-02-2024 05:03:15,0.8
07-02-2024 05:03:30,0.66
07-02-2024 05:03:46,0.63
07-02-2024 05:04:02,0.78
07-02-2024 05:04:18,0.71
07-02-2024 05:04:33,0.76
07-02-2024 05:04:49,0.69
07-02-2024 05:05:05,0.63
07-02-2024 05:05:20,0.69
07-02-2024 05:05:36,0.76
07-02-2024 05:05:52,0.68
07-02-2024 05:06:08,0.66
07-02-2024 05:06:23,0.65
07-02-2024 05:06:39,0.72
07-02-2024 05:06:55,0.65
07-02-2024 05:07:10,0.71
07-02-2024 05:07:26,0.67
07-02-2024 05:07:42,0.66
07-02-2024 05:07:58,0.7
07-02-2024 05:08:13,0.74
07-02-2024 05:08:29,0.7
07-02-2024 05:08:45,0.61
07-02-2024 05:09:00,0.72
07-02-2024 05:09:16,0.75
07-02-2024 05:09:32,0.82
07-02-2024 05:09:48,0.7
07-02-2024 05:10:04,0.67
07-02-2024 05:10:19,0.66
07-02-2024 05:10:35,0.77
07-02-2024 05:10:51,0.78
07-02-2024 05:11:07,0.65
07-02-2024 05:11:22,0.65
07-02-2024 05:11:38,0.72
07-02-2024 05:11:54,0.73
07-02-2024 05:12:09,0.84
07-02-2024 05:12:25,0.75
07-02-2024 05:12:41,0.73
07-02-2024 05:12:57,0.75
07-02-2024 05:13:13,0.66
07-02-2024 05:13:28,0.73
07-02-2024 05:13:44,0.81
07-02-2024 05:14:00,0.76
07-02-2024 05:14:16,0.73
07-02-2024 05:14:31,0.65
07-02-2024 05:14:47,0.67
07-02-2024 05:15:03,0.77
07-02-2024 05:15:19,0.7
07-02-2024 05:15:34,0.75
07-02-2024 05:15:50,0.75
07-02-2024 05:16:06,0.8
07-02-2024 05:16:22,0.71
07-02-2024 05:16:38,0.69
07-02-2024 05:16:53,0.71
07-02-2024 05:17:09,0.77
07-02-2024 05:17:25,0.77
07-02-2024 05:17:41,0.83
07-02-2024 05:17:56,0.7
07-02-2024 05:18:12,0.67
07-02-2024 05:18:28,0.68
07-02-2024 05:18:44,0.75
07-02-2024 05:18:59,0.83
07-02-2024 05:19:15,0.79
07-02-2024 05:19:31,0.8
07-02-2024 05:19:47,0.75
07-02-2024 05:20:03,0.78
07-02-2024 05:20:18,0.7
07-02-2024 05:20:34,0.74
07-02-2024 05:20:50,0.81
07-02-2024 05:21:06,0.8
07-02-2024 05:21:22,0.77
07-02-2024 05:21:37,0.7
07-02-2024 05:21:53,0.78
07-02-2024 05:22:09,0.81
07-02-2024 05:22:25,0.74
07-02-2024 05:22:41,0.81
07-02-2024 05:22:56,0.7
07-02-2024 05:23:12,0.81
07-02-2024 05:23:28,0.78
07-02-2024 05:23:44,0.67
07-02-2024 05:24:00,0.79
07-02-2024 05:24:15,0.81
07-02-2024 05:24:31,0.85
07-02-2024 05:24:47,0.79
07-02-2024 05:25:03,0.66
07-02-2024 05:25:19,0.68
07-02-2024 05:25:34,0.8
07-02-2024 05:25:50,0.73
07-02-2024 05:26:06,0.83
07-02-2024 05:26:22,0.77
07-02-2024 05:26:38,0.72
07-02-2024 05:26:53,0.79
07-02-2024 05:27:09,0.77
07-02-2024 05:27:25,0.75
07-02-2024 05:27:41,0.72
07-02-2024 05:27:56,0.74
07-02-2024 05:28:12,0.72
07-02-2024 05:28:28,0.82
07-02-2024 05:28:44,0.78
07-02-2024 05:29:00,0.83
07-02-2024 05:29:15,0.81
07-02-2024 05:29:31,0.81
07-02-2024 05:29:47,0.73
07-02-2024 05:30:03,0.72
07-02-2024 05:30:19,0.83
07-02-2024 05:30:34,0.78
07-02-2024 05:30:50,0.8
07-02-2024 05:31:06,0.8
07-02-2024 05:31:22,0.76
07-02-2024 05:31:38,0.84
07-02-2024 05:31:54,0.73
07-02-2024 05:32:09,0.81
07-02-2024 05:32:25,0.78
07-02-2024 05:32:41,0.8
07-02-2024 05:32:57,0.85
07-02-2024 05:33:13,0.78
07-02-2024 05:33:29,0.81
07-02-2024 05:33:44,0.77
07-02-2024 05:34:00,0.75
07-02-2024 05:34:16,0.77
07-02-2024 05:34:32,0.76
07-02-2024 05:34:48,0.74
07-02-2024 05:35:03,0.78
07-02-2024 05:35:19,0.83
07-02-2024 05:35:35,0.77
07-02-2024 05:35:51,0.89
07-02-2024 05:36:07,0.72
07-02-2024 05:36:22,0.85
07-02-2024 05:36:38,0.83
07-02-2024 05:36:54,0.91
07-02-2024 05:37:10,0.82
07-02-2024 05:37:26,0.81
07-02-2024 05:37:42,0.82
07-02-2024 05:37:58,0.86
07-02-2024 05:38:14,0.78
07-02-2024 05:38:29,0.92
07-02-2024 05:38:45,0.78
07-02-2024 05:39:01,0.71
07-02-2024 05:39:17,0.8
07-02-2024 05:39:33,0.74
07-02-2024 05:39:49,0.82
07-02-2024 05:40:04,0.9
07-02-2024 05:40:20,0.83
07-02-2024 05:40:36,0.83
07-02-2024 05:40:52,0.88
07-02-2024 05:41:08,0.93
07-02-2024 05:41:24,0.84
07-02-2024 05:41:40,0.74
07-02-2024 05:41:56,0.73
07-02-2024 05:42:11,0.76
07-02-2024 05:42:27,0.72
07-02-2024 05:42:43,0.84
07-02-2024 05:42:59,0.77
07-02-2024 05:43:15,0.8
07-02-2024 05:43:30,0.78
07-02-2024 05:43:46,1.04
07-02-2024 05:44:02,1.1
07-02-2024 05:44:18,1.0
07-02-2024 05:44:34,1.1
07-02-2024 05:44:51,1.11
07-02-2024 05:45:07,1.09
07-02-2024 05:45:23,1.1
07-02-2024 05:45:39,1.05
07-02-2024 05:45:55,1.19
07-02-2024 05:46:11,1.0
07-02-2024 05:46:27,1.23
07-02-2024 05:46:44,1.16
07-02-2024 05:47:00,1.15
07-02-2024 05:47:16,1.04
07-02-2024 05:47:32,1.09
07-02-2024 05:47:48,1.06
07-02-2024 05:48:04,1.16
07-02-2024 05:48:20,1.11
07-02-2024 05:48:37,1.14
07-02-2024 05:48:53,1.16
07-02-2024 05:49:09,1.18
07-02-2024 05:49:25,1.15
07-02-2024 05:49:41,1.08
07-02-2024 05:49:57,1.16
07-02-2024 05:50:14,1.25
07-02-2024 05:50:30,1.18
07-02-2024 05:50:46,1.22
07-02-2024 05:51:02,1.1
07-02-2024 05:51:19,1.12
07-02-2024 05:51:35,1.21
07-02-2024 05:51:51,1.25
07-02-2024 05:52:07,1.28
07-02-2024 05:52:24,1.29
07-02-2024 05:52:40,1.3
07-02-2024 05:52:56,1.23
07-02-2024 05:53:12,1.21
07-02-2024 05:53:29,1.32
07-02-2024 05:53:45,1.09
07-02-2024 05:54:01,1.31
07-02-2024 05:54:18,1.29
07-02-2024 05:54:34,1.25
07-02-2024 05:54:50,1.3
07-02-2024 05:55:07,1.31
07-02-2024 05:55:23,1.28
07-02-2024 05:55:39,1.31
07-02-2024 05:55:56,1.16
07-02-2024 05:56:12,1.32
07-02-2024 05:56:28,1.19
07-02-2024 05:56:44,1.13
07-02-2024 05:57:00,1.04
07-02-2024 05:57:17,1.29
07-02-2024 05:57:33,1.11
07-02-2024 05:57:49,1.35
07-02-2024 05:58:05,1.29
07-02-2024 05:58:22,1.29
07-02-2024 05:58:38,1.27
07-02-2024 05:58:54,1.29
07-02-2024 05:59:11,1.94
07-02-2024 05:59:28,1.22
07-02-2024 05:59:44,1.19
07-02-2024 06:00:00,1.2
07-02-2024 06:00:16,1.34
07-02-2024 06:00:33,1.1
07-02-2024 06:00:49,1.18
07-02-2024 06:01:05,1.2
07-02-2024 06:01:21,1.26
07-02-2024 06:01:38,3.85
07-02-2024 06:01:57,2.48
07-02-2024 06:02:14,3.66
07-02-2024 06:02:34,2.33
07-02-2024 06:02:51,1.02
07-02-2024 06:03:08,1.04
07-02-2024 06:03:24,0.97
07-02-2024 06:03:40,1.06
07-02-2024 06:03:56,1.07
07-02-2024 06:04:12,1.09
07-02-2024 06:04:28,1.11
07-02-2024 06:04:44,1.07
07-02-2024 06:05:00,1.0
07-02-2024 06:05:16,1.06
07-02-2024 06:05:32,1.09
07-02-2024 06:05:49,1.04
07-02-2024 06:06:05,1.09
07-02-2024 06:06:21,1.03
07-02-2024 06:06:37,1.11
07-02-2024 06:14:01,1.05
07-02-2024 06:14:17,1.01
07-02-2024 06:14:33,0.85
07-02-2024 06:14:49,0.92
07-02-2024 06:15:05,0.91
07-02-2024 06:15:21,0.89
07-02-2024 06:15:37,0.88
07-02-2024 06:15:53,0.92
07-02-2024 06:16:09,0.92
07-02-2024 06:16:25,0.81
07-02-2024 06:16:40,0.97
07-02-2024 06:16:56,0.85
07-02-2024 06:17:12,0.83
07-02-2024 06:17:28,0.88
07-02-2024 06:17:44,0.85
07-02-2024 06:18:00,0.98
07-02-2024 06:18:16,0.85
07-02-2024 06:18:32,0.88
07-02-2024 06:18:48,0.89
07-02-2024 06:58:17,1.13
07-02-2024 06:58:33,1.09
07-02-2024 06:58:50,1.16
07-02-2024 06:59:06,1.12
07-02-2024 06:59:22,1.14
07-02-2024 06:59:38,1.08
07-02-2024 06:59:54,1.19
07-02-2024 07:00:10,1.15
07-02-2024 07:00:27,1.2
07-02-2024 07:00:43,1.12
07-02-2024 07:00:59,1.1
07-02-2024 07:01:15,1.22
07-02-2024 07:01:31,1.1
07-02-2024 07:01:48,1.14
07-02-2024 07:02:04,0.97
07-02-2024 07:02:20,1.16
07-02-2024 07:02:36,1.07
07-02-2024 07:02:52,1.05
07-02-2024 07:03:08,0.97
07-02-2024 07:03:24,1.27
07-02-2024 07:03:40,1.12
07-02-2024 07:03:57,0.98
07-02-2024 07:04:13,1.05
07-02-2024 07:04:29,1.4
07-02-2024 07:04:45,1.05
07-02-2024 07:05:01,1.16
07-02-2024 07:05:18,1.14
07-02-2024 07:05:34,1.44
07-02-2024 07:05:50,1.17
07-02-2024 07:06:07,1.17
07-02-2024 07:06:23,1.54
07-02-2024 07:06:39,1.09
07-02-2024 07:06:55,1.03
07-02-2024 07:07:12,1.11
07-02-2024 07:07:28,1.56
07-02-2024 07:07:44,1.12
07-02-2024 07:08:00,1.13
07-02-2024 07:08:17,1.09
07-02-2024 07:08:33,1.5
07-02-2024 07:08:49,1.03
07-02-2024 07:09:05,1.06
07-02-2024 07:09:21,1.05
07-02-2024 07:09:38,1.42
07-02-2024 07:09:54,1.22
07-02-2024 07:10:10,1.14
07-02-2024 07:10:26,1.44
07-02-2024 07:10:43,1.21
07-02-2024 07:10:59,1.13
07-02-2024 07:11:15,1.1
07-02-2024 07:11:32,1.55
07-02-2024 07:11:48,1.19
07-02-2024 07:12:04,1.16
07-02-2024 07:12:21,1.16
07-02-2024 07:12:37,1.61
07-02-2024 07:12:54,1.11
07-02-2024 07:13:10,1.27
07-02-2024 07:13:26,1.06
07-02-2024 07:13:42,1.62
07-02-2024 07:13:59,1.12
07-02-2024 07:14:15,1.34
07-02-2024 07:14:31,1.56
07-02-2024 07:14:48,1.1
07-02-2024 07:15:04,1.11
07-02-2024 07:15:20,1.05
07-02-2024 07:15:36,1.42
07-02-2024 07:15:53,1.2
07-02-2024 07:16:09,1.13
07-02-2024 07:16:25,1.11
07-02-2024 07:16:41,1.46
07-02-2024 07:16:58,1.18
07-02-2024 07:17:14,1.1
07-02-2024 07:17:30,1.05
07-02-2024 07:17:46,1.43
07-02-2024 07:18:03,1.08
07-02-2024 07:18:19,1.13
07-02-2024 07:18:35,1.09
07-02-2024 07:18:51,1.55
07-02-2024 07:19:08,1.1
07-02-2024 07:19:24,1.08
07-02-2024 07:19:40,1.57
07-02-2024 07:19:57,1.15
07-02-2024 07:20:13,1.18
07-02-2024 07:20:29,1.11
07-02-2024 07:20:45,1.5
07-02-2024 07:21:02,1.04
07-02-2024 07:21:18,1.07
07-02-2024 07:21:34,1.08
07-02-2024 07:21:50,1.53
07-02-2024 07:22:07,1.09
07-02-2024 07:22:23,1.02
07-02-2024 07:22:39,1.22
07-02-2024 07:22:55,1.46
07-02-2024 07:23:12,1.01
07-02-2024 07:23:28,1.07
07-02-2024 07:23:44,1.31
07-02-2024 07:24:00,1.47
07-02-2024 07:24:17,1.1
07-02-2024 07:24:33,1.1
07-02-2024 07:24:49,1.56
07-02-2024 07:25:06,1.11
07-02-2024 07:25:22,1.14
07-02-2024 07:25:38,1.18
07-02-2024 07:25:54,1.46
07-02-2024 07:26:11,0.99
07-02-2024 07:26:27,1.06
07-02-2024 07:26:43,1.04
07-02-2024 07:26:59,1.5
07-02-2024 07:27:16,1.01
07-02-2024 07:27:32,0.98
07-02-2024 07:27:48,1.52
07-02-2024 07:28:04,1.9
07-02-2024 07:28:21,1.61
07-02-2024 07:28:38,1.48
07-02-2024 07:28:54,1.96
07-02-2024 07:29:11,1.5
07-02-2024 07:29:28,6.49
07-02-2024 07:29:50,1.48
07-02-2024 07:30:06,1.76
07-02-2024 07:30:23,1.1
07-02-2024 07:30:39,1.26
07-02-2024 07:30:55,1.31
07-02-2024 07:31:12,1.63
07-02-2024 07:31:28,1.25
07-02-2024 07:31:45,1.22
07-02-2024 07:32:01,1.59
07-02-2024 07:32:18,1.26
07-02-2024 07:32:34,1.15
07-02-2024 07:32:50,1.4
07-02-2024 07:33:06,1.91
07-02-2024 07:33:23,1.45
07-02-2024 07:33:40,1.45
07-02-2024 07:33:57,1.41
07-02-2024 07:34:13,1.6
07-02-2024 07:34:30,1.19
07-02-2024 07:34:46,1.11
07-02-2024 07:35:02,1.16
07-02-2024 07:35:18,1.81
07-02-2024 07:35:35,1.18
07-02-2024 07:35:51,1.15
07-02-2024 07:36:08,1.65
07-02-2024 07:36:24,1.18
07-02-2024 07:36:40,1.16
07-02-2024 07:36:57,1.16
07-02-2024 07:37:13,1.64
07-02-2024 07:37:30,1.29
07-02-2024 07:37:46,1.25
07-02-2024 07:38:02,1.14
07-02-2024 07:38:18,1.66
07-02-2024 07:38:35,1.16
07-02-2024 07:38:51,1.2
07-02-2024 07:39:08,1.08
07-02-2024 07:39:24,1.49
07-02-2024 07:39:40,1.18
07-02-2024 07:39:56,1.15
07-02-2024 07:40:13,1.57
07-02-2024 07:40:29,1.13
07-02-2024 07:40:45,1.09
07-02-2024 07:41:02,1.15
07-02-2024 07:41:18,1.69
07-02-2024 07:41:35,1.13
07-02-2024 07:41:51,1.18
07-02-2024 07:42:07,1.12
07-02-2024 07:42:23,1.71
07-02-2024 07:42:40,1.07
07-02-2024 07:42:56,1.16
07-02-2024 07:43:12,1.09
07-02-2024 07:43:28,1.49
07-02-2024 07:43:45,1.09
07-02-2024 07:44:01,1.43
07-02-2024 07:44:18,1.65
07-02-2024 07:44:34,1.95
07-02-2024 07:44:51,1.36
07-02-2024 07:45:08,1.39
07-02-2024 07:45:24,1.83
07-02-2024 07:45:41,1.36
07-02-2024 07:45:58,1.35
07-02-2024 07:46:14,1.28
07-02-2024 07:46:30,1.83
07-02-2024 07:46:47,1.39
07-02-2024 07:47:04,1.44
07-02-2024 07:47:20,1.38
07-02-2024 07:47:37,1.94
07-02-2024 07:47:54,1.37
07-02-2024 07:48:10,1.35
07-02-2024 07:48:27,1.49
07-02-2024 07:48:43,1.74
07-02-2024 07:49:00,1.39
07-02-2024 07:49:17,1.32
07-02-2024 07:49:33,2.8
07-02-2024 07:49:51,2.45
07-02-2024 07:50:08,1.48
07-02-2024 07:50:25,1.42
07-02-2024 07:50:42,1.86
07-02-2024 07:50:58,1.48
07-02-2024 07:51:15,1.39
07-02-2024 07:51:31,1.43
07-02-2024 07:51:48,1.87
07-02-2024 07:52:05,1.63
07-02-2024 07:52:22,1.5
07-02-2024 07:52:38,1.96
07-02-2024 07:52:55,1.41
07-02-2024 07:53:12,1.41
07-02-2024 07:53:28,1.44
07-02-2024 07:53:45,1.83
07-02-2024 07:54:02,1.47
07-02-2024 07:54:18,1.46
07-02-2024 07:54:35,1.35
07-02-2024 07:54:51,1.86
07-02-2024 07:55:08,1.45
07-02-2024 07:55:25,1.44
07-02-2024 07:55:41,1.43
07-02-2024 07:55:58,1.84
07-02-2024 07:56:14,1.49
07-02-2024 07:56:31,1.47
07-02-2024 07:56:48,1.83
07-02-2024 07:57:04,1.5
07-02-2024 07:57:21,1.52
07-02-2024 07:57:38,1.52
07-02-2024 07:57:54,1.86
07-02-2024 07:58:11,1.48
07-02-2024 07:58:28,1.5
07-02-2024 07:58:44,1.49
07-02-2024 07:59:01,1.8
07-02-2024 07:59:18,1.71
07-02-2024 07:59:34,1.41
07-02-2024 07:59:51,1.74
07-02-2024 08:00:08,1.54
07-02-2024 08:00:24,1.4
07-02-2024 08:00:41,1.46
07-02-2024 08:00:57,1.81
07-02-2024 08:01:14,1.43
07-02-2024 08:01:31,1.46
07-02-2024 08:01:47,1.32
07-02-2024 08:02:04,1.78
07-02-2024 08:02:21,1.38
07-02-2024 08:02:37,1.38
07-02-2024 08:02:54,1.44
07-02-2024 08:03:10,1.93
07-02-2024 08:03:27,6.36
07-02-2024 08:03:49,1.44
07-02-2024 08:04:05,4.46
07-02-2024 08:04:25,2.96
07-02-2024 08:04:43,1.55
07-02-2024 08:04:59,1.46
07-02-2024 08:05:16,1.84
07-02-2024 08:05:33,1.5
07-02-2024 08:05:49,1.49
07-02-2024 08:06:06,1.98
07-02-2024 08:06:23,1.54
07-02-2024 08:06:40,1.51
07-02-2024 08:06:56,1.38
07-02-2024 08:07:13,1.78
07-02-2024 08:07:29,1.45
07-02-2024 08:07:46,1.6
07-02-2024 08:08:03,1.46
07-02-2024 08:08:19,1.78
07-02-2024 08:08:36,1.19
07-02-2024 08:08:52,1.17
07-02-2024 08:09:08,1.19
07-02-2024 08:09:25,1.6
07-02-2024 08:09:41,1.2
07-02-2024 08:09:58,1.16
07-02-2024 08:10:14,1.62
07-02-2024 08:10:30,1.2
07-02-2024 08:10:47,1.22
07-02-2024 08:11:03,1.26
07-02-2024 08:11:19,1.6
07-02-2024 08:11:36,1.05
07-02-2024 08:11:52,1.25
07-02-2024 08:12:08,1.16
07-02-2024 08:12:25,1.43
07-02-2024 08:12:41,1.2
07-02-2024 08:12:57,1.14
07-02-2024 08:13:13,1.11
07-02-2024 08:13:30,1.64
