time,time_2_comp
06-02-2024 04:25:15,0.64
06-02-2024 04:25:30,0.52
06-02-2024 04:25:46,0.5
06-02-2024 04:26:02,0.67
06-02-2024 04:26:17,0.67
06-02-2024 04:26:33,0.69
06-02-2024 04:26:49,0.68
06-02-2024 04:27:04,0.75
06-02-2024 04:27:20,0.61
06-02-2024 04:27:36,0.76
06-02-2024 04:27:52,0.69
06-02-2024 04:28:07,0.79
06-02-2024 04:28:23,0.71
06-02-2024 04:28:39,0.72
06-02-2024 04:28:55,0.81
06-02-2024 04:29:11,0.73
06-02-2024 04:29:26,0.85
06-02-2024 04:29:42,0.7
06-02-2024 04:29:58,0.74
06-02-2024 04:30:14,0.64
06-02-2024 04:30:30,0.72
06-02-2024 04:30:45,0.71
06-02-2024 04:31:01,0.74
06-02-2024 04:31:17,0.72
06-02-2024 04:31:33,0.73
06-02-2024 04:31:48,0.81
06-02-2024 04:32:04,0.69
06-02-2024 04:32:20,0.75
06-02-2024 04:32:36,0.76
06-02-2024 04:32:52,0.95
06-02-2024 04:33:08,0.99
06-02-2024 04:33:24,0.94
06-02-2024 04:33:40,0.97
06-02-2024 04:33:56,0.86
06-02-2024 04:34:12,0.88
06-02-2024 04:34:28,0.99
06-02-2024 04:34:44,1.07
06-02-2024 04:35:00,0.78
06-02-2024 04:35:16,0.98
06-02-2024 04:35:32,0.82
06-02-2024 04:35:48,0.93
06-02-2024 04:36:04,1.48
06-02-2024 04:36:20,0.89
06-02-2024 04:36:36,0.81
06-02-2024 04:36:52,0.76
06-02-2024 04:37:08,0.81
06-02-2024 04:37:24,0.87
06-02-2024 04:37:40,0.88
06-02-2024 04:37:56,0.82
06-02-2024 04:38:11,0.71
06-02-2024 04:38:27,0.84
06-02-2024 04:38:43,0.79
06-02-2024 04:38:59,0.71
06-02-2024 04:39:15,0.81
06-02-2024 04:39:31,0.8
06-02-2024 04:39:46,0.85
06-02-2024 04:40:02,0.65
06-02-2024 04:40:18,0.89
06-02-2024 04:40:34,0.77
06-02-2024 04:40:50,0.7
06-02-2024 04:41:05,0.83
06-02-2024 04:41:21,0.93
06-02-2024 04:41:37,0.85
06-02-2024 04:41:53,2.12
06-02-2024 04:42:10,0.86
06-02-2024 04:42:26,0.85
06-02-2024 04:42:42,0.86
06-02-2024 04:42:58,1.12
06-02-2024 04:43:14,0.92
06-02-2024 04:43:30,0.83
06-02-2024 04:43:46,0.9
06-02-2024 04:44:02,0.98
06-02-2024 04:44:18,0.83
06-02-2024 04:44:34,0.83
06-02-2024 04:44:50,0.82
06-02-2024 04:45:05,0.81
06-02-2024 04:45:21,0.84
06-02-2024 04:45:37,0.91
06-02-2024 04:45:53,5.99
06-02-2024 04:46:14,0.88
06-02-2024 04:46:30,0.87
06-02-2024 04:46:46,0.99
06-02-2024 04:47:02,0.78
06-02-2024 04:47:18,1.2
06-02-2024 04:47:34,0.91
06-02-2024 04:47:50,0.87
06-02-2024 04:48:06,0.8
06-02-2024 04:48:22,0.82
06-02-2024 04:48:37,0.88
06-02-2024 04:48:53,0.88
06-02-2024 04:49:09,0.75
06-02-2024 04:49:25,0.84
06-02-2024 04:49:41,0.91
06-02-2024 04:49:57,0.8
06-02-2024 04:50:13,0.8
06-02-2024 04:50:29,0.82
06-02-2024 04:50:44,0.86
06-02-2024 04:51:00,0.81
06-02-2024 04:51:16,0.85
06-02-2024 04:51:32,0.86
06-02-2024 04:51:48,0.87
06-02-2024 04:52:04,0.81
06-02-2024 04:52:20,0.8
06-02-2024 04:52:35,0.87
06-02-2024 04:52:51,0.87
06-02-2024 04:53:07,0.77
06-02-2024 04:53:23,0.8
06-02-2024 04:53:39,0.83
06-02-2024 04:53:55,0.75
06-02-2024 04:54:11,0.77
06-02-2024 04:54:26,0.81
06-02-2024 04:54:42,0.76
06-02-2024 04:54:58,0.87
06-02-2024 04:55:14,0.81
06-02-2024 04:55:30,0.9
06-02-2024 04:55:46,0.88
06-02-2024 04:56:02,0.87
06-02-2024 04:56:17,1.03
06-02-2024 04:56:34,0.89
06-02-2024 04:56:50,0.94
06-02-2024 04:57:05,0.94
06-02-2024 04:57:21,0.91
06-02-2024 04:57:37,0.92
06-02-2024 04:57:53,0.87
06-02-2024 04:58:09,0.8
06-02-2024 04:58:25,0.9
06-02-2024 04:58:41,0.87
06-02-2024 04:58:57,0.97
06-02-2024 04:59:13,0.85
06-02-2024 04:59:29,0.9
06-02-2024 04:59:45,0.81
06-02-2024 05:00:01,0.94
06-02-2024 05:00:17,0.82
06-02-2024 05:00:32,0.75
06-02-2024 05:00:48,0.91
06-02-2024 05:01:04,0.86
06-02-2024 05:01:20,0.88
06-02-2024 05:01:36,0.97
06-02-2024 05:01:52,0.9
06-02-2024 05:02:08,0.9
06-02-2024 05:02:24,0.89
06-02-2024 05:02:40,0.85
06-02-2024 05:02:56,0.9
06-02-2024 05:03:12,0.94
06-02-2024 05:03:28,0.86
06-02-2024 05:03:44,0.88
06-02-2024 05:03:59,0.88
06-02-2024 05:04:15,1.04
06-02-2024 05:04:31,0.98
06-02-2024 05:04:47,0.96
06-02-2024 05:05:03,0.94
06-02-2024 05:05:19,1.01
06-02-2024 05:05:35,0.96
06-02-2024 05:05:51,0.94
06-02-2024 05:06:07,0.95
06-02-2024 05:06:23,0.81
06-02-2024 05:06:39,0.89
06-02-2024 05:06:55,0.89
06-02-2024 05:07:11,0.98
06-02-2024 05:07:27,0.9
06-02-2024 05:07:43,0.9
06-02-2024 05:07:59,2.27
06-02-2024 05:08:16,0.91
06-02-2024 05:08:32,0.88
06-02-2024 05:08:48,0.9
06-02-2024 05:09:04,0.85
06-02-2024 05:09:20,0.94
06-02-2024 05:09:36,0.97
06-02-2024 05:09:52,0.86
06-02-2024 05:10:08,0.94
06-02-2024 05:10:24,0.86
06-02-2024 05:10:40,0.83
06-02-2024 05:10:56,0.8
06-02-2024 05:11:12,0.77
06-02-2024 05:11:27,0.79
06-02-2024 05:11:43,0.72
06-02-2024 05:11:59,0.79
06-02-2024 05:12:15,0.91
06-02-2024 05:12:31,0.86
06-02-2024 05:12:47,0.7
06-02-2024 05:13:02,0.81
06-02-2024 05:13:18,0.89
06-02-2024 05:13:34,0.83
06-02-2024 05:13:50,0.85
06-02-2024 05:14:06,0.75
06-02-2024 05:14:22,0.84
06-02-2024 05:14:37,0.77
06-02-2024 05:14:53,0.8
06-02-2024 05:15:09,0.83
06-02-2024 05:15:25,0.89
06-02-2024 05:15:41,0.83
06-02-2024 05:15:57,0.84
06-02-2024 05:16:13,0.72
06-02-2024 05:16:28,0.84
06-02-2024 05:16:44,0.7
06-02-2024 05:17:00,0.72
06-02-2024 05:17:16,0.88
06-02-2024 05:17:32,0.92
06-02-2024 05:17:48,0.82
06-02-2024 05:18:04,0.7
06-02-2024 05:18:19,0.87
06-02-2024 05:18:35,0.74
06-02-2024 05:18:51,1.1
06-02-2024 05:19:07,0.77
06-02-2024 05:19:23,0.87
06-02-2024 05:19:39,0.76
06-02-2024 05:19:55,0.68
06-02-2024 05:20:10,0.7
06-02-2024 05:20:26,0.91
06-02-2024 05:20:42,0.84
06-02-2024 05:20:58,0.74
06-02-2024 05:21:14,0.74
06-02-2024 05:21:29,0.94
06-02-2024 05:21:45,0.82
06-02-2024 05:22:01,0.73
06-02-2024 05:22:17,0.7
06-02-2024 05:22:33,0.86
06-02-2024 05:22:49,0.81
06-02-2024 05:23:04,0.71
06-02-2024 05:23:20,0.76
06-02-2024 05:23:36,0.8
06-02-2024 05:23:52,0.71
06-02-2024 05:24:07,0.76
06-02-2024 05:24:23,0.91
06-02-2024 05:24:39,0.84
06-02-2024 05:24:55,0.75
06-02-2024 05:25:11,0.79
06-02-2024 05:25:27,0.81
06-02-2024 05:25:43,0.79
06-02-2024 05:25:58,0.74
06-02-2024 05:26:14,0.84
06-02-2024 05:26:30,0.89
06-02-2024 05:26:46,0.79
06-02-2024 05:27:02,0.81
06-02-2024 05:27:18,0.81
06-02-2024 05:27:33,0.89
06-02-2024 05:27:49,0.78
06-02-2024 05:28:05,0.74
06-02-2024 05:28:21,0.82
06-02-2024 05:28:37,0.93
06-02-2024 05:28:53,0.74
06-02-2024 05:29:08,0.78
06-02-2024 05:29:24,0.86
06-02-2024 05:29:40,0.99
06-02-2024 05:29:56,0.86
06-02-2024 05:30:12,0.83
06-02-2024 05:30:28,0.78
06-02-2024 05:30:44,0.9
06-02-2024 05:31:00,0.81
06-02-2024 05:31:16,0.78
06-02-2024 05:31:31,0.79
06-02-2024 05:31:47,0.86
06-02-2024 05:32:03,0.77
06-02-2024 05:32:19,0.78
06-02-2024 05:32:35,0.94
06-02-2024 05:32:51,0.74
06-02-2024 05:33:06,0.77
06-02-2024 05:33:22,0.81
06-02-2024 05:33:38,0.97
06-02-2024 05:33:54,0.82
06-02-2024 05:34:10,0.81
06-02-2024 05:34:26,0.79
06-02-2024 05:34:42,1.01
06-02-2024 05:34:58,0.85
06-02-2024 05:35:13,0.72
06-02-2024 05:35:29,0.78
06-02-2024 05:35:45,0.88
06-02-2024 05:36:01,0.83
06-02-2024 05:36:17,0.83
06-02-2024 05:36:33,0.75
06-02-2024 05:36:49,0.97
06-02-2024 05:37:05,0.8
06-02-2024 05:37:20,0.86
06-02-2024 05:37:36,0.82
06-02-2024 05:37:52,1.01
06-02-2024 05:38:08,0.77
06-02-2024 05:38:24,0.82
06-02-2024 05:38:40,0.77
06-02-2024 05:38:56,1.0
06-02-2024 05:39:12,0.79
06-02-2024 05:39:27,0.85
06-02-2024 05:39:43,0.93
06-02-2024 05:39:59,0.87
06-02-2024 05:40:15,0.83
06-02-2024 05:40:31,0.79
06-02-2024 05:40:47,0.99
06-02-2024 05:41:03,0.86
06-02-2024 05:41:19,0.86
06-02-2024 05:41:35,0.75
06-02-2024 05:41:50,0.99
06-02-2024 05:42:06,1.02
06-02-2024 05:42:23,1.03
06-02-2024 05:42:39,1.11
06-02-2024 05:42:55,1.19
06-02-2024 05:43:11,1.11
06-02-2024 05:43:27,1.05
06-02-2024 05:43:43,1.26
06-02-2024 05:43:59,1.29
06-02-2024 05:44:16,1.25
06-02-2024 05:44:32,1.2
06-02-2024 05:44:48,1.31
06-02-2024 05:45:05,1.21
06-02-2024 05:45:21,1.23
06-02-2024 05:45:37,1.25
06-02-2024 05:45:53,1.35
06-02-2024 05:46:10,1.23
06-02-2024 05:46:26,1.13
06-02-2024 05:46:42,1.13
06-02-2024 05:46:58,1.23
06-02-2024 05:47:15,1.16
06-02-2024 05:47:31,1.22
06-02-2024 05:47:47,1.11
06-02-2024 05:48:03,1.39
06-02-2024 05:48:20,1.24
06-02-2024 05:48:36,1.16
06-02-2024 05:48:52,1.21
06-02-2024 05:49:08,1.31
06-02-2024 05:49:25,1.27
06-02-2024 05:49:41,1.24
06-02-2024 05:49:57,1.4
06-02-2024 05:50:14,1.25
06-02-2024 05:50:30,1.33
06-02-2024 05:50:47,1.28
06-02-2024 05:51:03,1.35
06-02-2024 05:51:19,1.38
06-02-2024 05:51:36,1.3
06-02-2024 05:51:52,1.22
06-02-2024 05:52:08,4.54
06-02-2024 05:52:28,2.49
06-02-2024 05:52:45,1.39
06-02-2024 05:53:02,1.53
06-02-2024 05:53:18,1.27
06-02-2024 05:53:35,1.27
06-02-2024 05:53:51,1.33
06-02-2024 05:54:07,1.46
06-02-2024 05:54:24,2.57
06-02-2024 05:54:41,1.29
06-02-2024 05:54:58,1.22
06-02-2024 05:55:14,1.51
06-02-2024 05:55:31,1.29
06-02-2024 05:55:47,1.52
06-02-2024 05:56:03,3.8
06-02-2024 05:56:22,2.77
06-02-2024 05:56:40,1.31
06-02-2024 05:56:56,1.22
06-02-2024 05:57:13,1.48
06-02-2024 05:57:29,1.28
06-02-2024 05:57:45,1.38
06-02-2024 05:58:02,1.23
06-02-2024 05:58:18,1.46
06-02-2024 05:58:35,1.29
06-02-2024 05:58:51,1.27
06-02-2024 05:59:07,1.25
06-02-2024 05:59:24,1.48
06-02-2024 05:59:40,1.32
06-02-2024 05:59:56,1.33
06-02-2024 06:00:13,1.53
06-02-2024 06:00:29,1.31
06-02-2024 06:00:46,1.36
06-02-2024 06:01:02,1.25
06-02-2024 06:01:18,1.44
06-02-2024 06:01:35,1.35
06-02-2024 06:01:51,1.35
06-02-2024 06:02:08,1.25
06-02-2024 06:02:24,1.45
06-02-2024 06:02:40,1.0
06-02-2024 06:02:56,1.07
06-02-2024 06:03:13,1.05
06-02-2024 06:03:29,1.3
06-02-2024 06:03:45,1.07
06-02-2024 06:04:01,1.08
06-02-2024 06:04:17,1.02
06-02-2024 06:04:33,1.44
06-02-2024 06:04:50,1.04
06-02-2024 06:05:06,1.11
06-02-2024 06:05:22,1.05
06-02-2024 06:05:38,1.38
06-02-2024 06:05:54,1.1
06-02-2024 06:06:11,1.05
06-02-2024 06:06:27,1.3
06-02-2024 06:06:43,1.1
06-02-2024 06:06:59,1.06
06-02-2024 06:07:15,1.06
06-02-2024 06:07:31,1.44
06-02-2024 06:07:48,1.07
06-02-2024 06:08:04,1.03
06-02-2024 06:08:20,1.08
06-02-2024 06:08:36,1.41
06-02-2024 06:08:52,1.09
06-02-2024 06:09:09,1.06
06-02-2024 06:09:25,1.16
06-02-2024 06:09:41,1.34
06-02-2024 06:09:57,1.07
06-02-2024 06:10:13,1.02
06-02-2024 06:10:29,1.11
06-02-2024 06:10:46,1.39
06-02-2024 06:11:02,1.08
06-02-2024 06:11:18,1.08
06-02-2024 06:11:34,1.37
06-02-2024 06:11:51,1.1
06-02-2024 06:12:07,1.05
06-02-2024 06:12:23,1.04
06-02-2024 06:12:39,1.3
06-02-2024 06:12:55,1.13
06-02-2024 06:13:11,0.98
06-02-2024 06:13:28,1.07
06-02-2024 06:13:44,1.36
06-02-2024 06:14:00,1.17
06-02-2024 06:14:16,1.04
06-02-2024 06:14:32,1.16
06-02-2024 06:14:48,1.33
06-02-2024 06:15:05,1.1
06-02-2024 06:15:21,1.1
06-02-2024 06:15:37,1.11
06-02-2024 06:15:53,1.38
06-02-2024 06:16:10,1.09
06-02-2024 06:16:26,1.14
06-02-2024 06:16:42,1.04
06-02-2024 06:16:58,1.36
06-02-2024 06:17:14,1.18
06-02-2024 06:17:31,1.08
06-02-2024 06:17:47,1.42
06-02-2024 06:18:03,1.07
06-02-2024 06:18:19,1.15
06-02-2024 06:18:35,1.07
06-02-2024 06:18:52,1.38
06-02-2024 06:19:08,1.12
06-02-2024 06:19:24,1.12
06-02-2024 06:19:40,1.01
06-02-2024 06:19:56,1.42
06-02-2024 06:20:13,1.12
06-02-2024 06:20:29,1.14
06-02-2024 06:20:45,1.14
06-02-2024 06:21:01,1.45
06-02-2024 06:21:18,1.23
06-02-2024 06:21:34,1.1
06-02-2024 06:21:50,1.17
06-02-2024 06:22:06,1.43
06-02-2024 06:22:23,1.26
06-02-2024 06:22:39,1.12
06-02-2024 06:22:55,1.08
06-02-2024 06:23:11,1.37
06-02-2024 06:23:28,1.3
06-02-2024 06:23:44,1.46
06-02-2024 06:24:01,1.74
06-02-2024 06:24:17,1.3
06-02-2024 06:24:34,1.31
06-02-2024 06:24:50,1.26
06-02-2024 06:25:06,1.55
06-02-2024 06:25:23,1.32
06-02-2024 06:25:39,1.33
06-02-2024 06:25:56,1.33
06-02-2024 06:26:12,1.52
06-02-2024 06:26:29,1.32
06-02-2024 06:26:45,1.29
06-02-2024 06:27:01,1.27
06-02-2024 06:27:18,1.61
06-02-2024 06:27:34,1.31
06-02-2024 06:27:51,1.36
06-02-2024 06:28:07,1.7
06-02-2024 06:28:24,1.3
06-02-2024 06:28:40,1.36
06-02-2024 06:28:57,1.46
06-02-2024 06:29:13,1.77
06-02-2024 06:29:30,1.42
06-02-2024 06:29:46,1.38
06-02-2024 06:30:03,1.41
06-02-2024 06:30:19,1.63
06-02-2024 06:30:36,1.37
06-02-2024 06:30:52,2.73
06-02-2024 06:31:10,1.34
06-02-2024 06:31:26,1.88
06-02-2024 06:31:43,1.39
06-02-2024 06:32:00,1.38
06-02-2024 06:32:16,1.78
06-02-2024 06:32:33,1.42
06-02-2024 06:32:49,2.75
06-02-2024 06:33:07,1.39
06-02-2024 06:33:24,1.8
06-02-2024 06:33:40,1.4
06-02-2024 06:33:57,1.42
06-02-2024 06:34:13,1.36
06-02-2024 06:34:30,1.67
06-02-2024 06:34:46,1.39
06-02-2024 06:35:03,1.44
06-02-2024 06:35:19,1.4
06-02-2024 06:35:36,1.7
06-02-2024 06:35:53,1.46
06-02-2024 06:36:09,1.42
06-02-2024 06:36:25,1.78
06-02-2024 06:36:42,1.41
06-02-2024 06:36:59,1.37
06-02-2024 06:37:15,1.44
06-02-2024 06:37:32,1.78
06-02-2024 06:37:48,1.39
06-02-2024 06:38:05,1.58
06-02-2024 06:38:21,1.48
06-02-2024 06:38:38,1.73
06-02-2024 06:38:55,1.4
06-02-2024 06:39:11,1.45
06-02-2024 06:39:28,1.43
06-02-2024 06:39:44,1.72
06-02-2024 06:40:01,1.47
06-02-2024 06:40:17,1.31
06-02-2024 06:40:34,1.11
06-02-2024 06:40:50,1.5
06-02-2024 06:41:06,1.16
06-02-2024 06:41:23,1.15
06-02-2024 06:41:39,1.52
06-02-2024 06:41:55,1.15
06-02-2024 06:42:12,1.07
06-02-2024 06:42:28,1.15
06-02-2024 06:42:44,1.47
06-02-2024 06:43:00,1.07
06-02-2024 06:43:16,1.13
06-02-2024 06:43:33,1.17
06-02-2024 06:43:49,1.68
06-02-2024 06:44:06,1.2
06-02-2024 06:44:22,1.44
06-02-2024 06:44:38,1.17
06-02-2024 06:44:54,1.54
06-02-2024 06:45:11,1.12
06-02-2024 06:45:27,1.11
06-02-2024 06:45:43,1.14
06-02-2024 06:46:00,1.58
06-02-2024 06:46:16,1.11
06-02-2024 06:46:32,1.22
06-02-2024 06:46:48,1.46
06-02-2024 06:47:05,1.79
06-02-2024 06:47:22,1.39
06-02-2024 06:47:38,1.48
06-02-2024 06:47:55,1.58
06-02-2024 06:48:11,1.15
06-02-2024 06:48:28,1.11
06-02-2024 06:48:44,1.15
06-02-2024 06:49:00,1.58
06-02-2024 06:49:17,1.14
06-02-2024 06:49:33,1.14
06-02-2024 06:49:49,1.24
06-02-2024 06:50:05,1.62
06-02-2024 06:50:22,1.14
06-02-2024 06:50:38,1.31
06-02-2024 06:50:54,1.06
06-02-2024 06:51:10,1.49
06-02-2024 06:51:27,1.06
06-02-2024 06:51:43,1.15
06-02-2024 06:51:59,1.17
06-02-2024 06:52:15,1.56
06-02-2024 06:52:32,1.14
06-02-2024 06:52:48,1.26
06-02-2024 06:53:05,1.17
06-02-2024 06:53:21,1.49
06-02-2024 06:53:37,1.17
06-02-2024 06:53:53,1.15
06-02-2024 06:54:10,1.62
06-02-2024 06:54:26,1.16
06-02-2024 06:54:42,1.54
06-02-2024 06:54:59,1.54
06-02-2024 06:55:16,1.84
06-02-2024 06:55:33,1.4
06-02-2024 06:55:49,1.51
06-02-2024 06:56:06,1.42
06-02-2024 06:56:22,1.8
06-02-2024 06:56:39,1.46
06-02-2024 06:56:55,1.39
06-02-2024 06:57:12,1.61
06-02-2024 06:57:28,1.8
06-02-2024 06:57:45,1.32
06-02-2024 06:58:02,1.32
06-02-2024 06:58:18,1.25
06-02-2024 06:58:34,1.53
06-02-2024 06:58:51,1.19
06-02-2024 06:59:07,1.13
06-02-2024 06:59:23,1.56
06-02-2024 06:59:40,1.18
06-02-2024 06:59:56,1.11
06-02-2024 07:00:12,1.11
06-02-2024 07:00:28,1.51
06-02-2024 07:00:45,1.14
06-02-2024 07:01:01,1.14
06-02-2024 07:01:17,1.14
06-02-2024 07:01:33,1.53
06-02-2024 07:01:50,1.17
06-02-2024 07:02:06,1.1
06-02-2024 07:02:22,1.13
06-02-2024 07:02:38,1.57
06-02-2024 07:02:55,1.12
06-02-2024 07:03:11,1.18
06-02-2024 07:03:27,1.39
06-02-2024 07:03:44,1.4
06-02-2024 07:04:00,1.07
06-02-2024 07:04:16,1.12
06-02-2024 07:04:33,1.14
06-02-2024 07:04:49,1.42
06-02-2024 07:05:05,1.11
06-02-2024 07:05:21,1.11
06-02-2024 07:05:37,1.18
06-02-2024 07:05:54,1.56
06-02-2024 07:06:10,1.25
06-02-2024 07:06:27,1.2
06-02-2024 07:06:43,1.48
06-02-2024 07:06:59,1.18
06-02-2024 07:07:16,1.04
06-02-2024 07:07:32,1.21
06-02-2024 07:07:48,1.5
06-02-2024 07:08:04,1.16
06-02-2024 07:08:21,1.13
06-02-2024 07:08:37,1.11
06-02-2024 07:08:53,1.43
06-02-2024 07:09:09,1.08
06-02-2024 07:09:25,1.17
06-02-2024 07:09:42,1.14
06-02-2024 07:09:58,1.64
06-02-2024 07:10:14,1.03
06-02-2024 07:10:31,1.1
06-02-2024 07:10:47,1.1
06-02-2024 07:11:03,1.53
06-02-2024 07:11:19,1.12
06-02-2024 07:11:36,1.11
06-02-2024 07:11:52,1.15
06-02-2024 07:12:08,1.45
06-02-2024 07:12:24,1.13
06-02-2024 07:12:41,1.24
06-02-2024 07:12:57,1.22
06-02-2024 07:13:13,1.51
06-02-2024 07:13:30,1.08
06-02-2024 07:13:46,1.2
06-02-2024 07:14:02,1.48
06-02-2024 07:14:18,1.2
06-02-2024 07:14:35,1.04
06-02-2024 07:14:51,1.17
06-02-2024 07:15:07,1.47
06-02-2024 07:15:23,1.12
06-02-2024 07:15:40,1.16
06-02-2024 07:15:56,1.12
06-02-2024 07:16:12,1.39
06-02-2024 07:16:28,1.29
06-02-2024 07:16:45,1.13
06-02-2024 07:17:01,1.07
06-02-2024 07:17:17,1.44
06-02-2024 07:17:33,1.19
06-02-2024 07:17:50,1.19
06-02-2024 07:18:06,1.19
06-02-2024 07:18:22,1.52
06-02-2024 07:18:39,1.09
06-02-2024 07:18:55,1.21
06-02-2024 07:19:11,1.15
06-02-2024 07:19:27,1.48
06-02-2024 07:19:44,1.12
06-02-2024 07:20:00,1.18
06-02-2024 07:20:16,1.08
06-02-2024 07:20:32,1.48
06-02-2024 07:20:49,1.14
06-02-2024 07:21:05,1.21
06-02-2024 07:21:21,1.17
06-02-2024 07:21:37,1.6
06-02-2024 07:21:54,1.23
06-02-2024 07:22:10,1.15
06-02-2024 07:22:26,1.49
06-02-2024 07:22:43,1.3
06-02-2024 07:22:59,1.07
06-02-2024 07:23:15,1.15
06-02-2024 07:23:32,1.48
06-02-2024 07:23:48,1.28
06-02-2024 07:24:04,1.22
06-02-2024 07:24:21,1.13
06-02-2024 07:24:37,1.53
06-02-2024 07:24:53,1.54
06-02-2024 07:25:10,1.64
06-02-2024 07:25:27,1.55
06-02-2024 07:25:43,1.93
06-02-2024 07:26:00,1.62
06-02-2024 07:26:17,1.49
06-02-2024 07:26:33,1.5
06-02-2024 07:26:50,1.84
06-02-2024 07:27:07,1.59
06-02-2024 07:27:23,1.52
06-02-2024 07:27:40,1.5
06-02-2024 07:27:57,1.96
06-02-2024 07:28:14,1.6
06-02-2024 07:28:30,1.46
06-02-2024 07:28:47,1.95
06-02-2024 07:29:04,1.71
06-02-2024 07:29:20,1.53
06-02-2024 07:29:37,1.48
06-02-2024 07:29:53,7.0
06-02-2024 07:30:16,1.65
06-02-2024 07:30:32,1.43
06-02-2024 07:30:49,1.57
06-02-2024 07:31:05,2.56
06-02-2024 07:31:23,1.5
06-02-2024 07:31:39,1.41
06-02-2024 07:31:56,1.47
06-02-2024 07:32:12,1.84
06-02-2024 07:32:29,1.48
06-02-2024 07:32:46,1.46
06-02-2024 07:33:02,1.74
