RT_ID,RT_NAME,RT_VER,RT_NAME_RAW,STP_NM,RT_STP_NUM,RT_NUM_STPS,RT_ID_VER,RT_LINK,RT_DIR,RT_GRP,RT_GRP_NUM
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Downtown Terminal Zum Queen Stop,1,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Centre - Zum Queen Station Stop EB,2,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Kennedy - Zum Queen Station Stop EB,3,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Rutherford - Zum Queen Station Stop EB,4,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,West - Zum Queen Station Stop EB,5,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Dixie - Zum Queen Station Stop EB,6,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Bramalea Terminal- Zum Queen 501/501C EB-Departure,7,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Bramalea - Zum Queen Station Stop EB,8,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Finchgate - Zum Queen Station Stop EB,9,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Torbram - Zum Queen Station Stop EB,10,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Gateway - Zum Queen Station Stop EB,11,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Airport Road - Zum Queen Station Stop EB,12,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Goreway - Zum Queen Station Stop EB,13,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,McVean - Zum Queen Station Stop EB,14,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,The Gore Road - Zum Queen Station Stop EB,15,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Highway 50 - Zum Queen Stop EB,16,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Highway 7 w/of Gibraltar Rd,17,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Keele St n/of Snidercroft Rd (Drop-Off Only),18,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,York University - 501C - Zum Station Stop WB,19,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 w/of Roybridge Gate,20,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 e/of Hwy 27,21,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 e/of Martin Grove Rd,22,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at Kipling Ave,23,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at Islington Ave,24,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Helen Station,25,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Pine Valley Station,26,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Ansley Grove Station,27,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Weston Station,28,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Commerce Station,29,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Vaughan Metropolitan Centre Station,30,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,1,501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Smart VMC Terminal - Route 501 Zum Queen WB,31,31,501_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop/1#trips,East,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Smart VMC Terminal - Route 501 Zum Queen WB,1,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,2,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Commerce Station,3,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Weston Station,4,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Ansley Grove Station,5,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Pine Valley Station,6,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Helen Station,7,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at Islington Ave,8,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 w/of Kipling Ave,9,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at Martin Grove Rd,10,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 e/of Hwy 27,11,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 e/of Vaughan Valley Blvd,12,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,York University - 501C - Zum Station Stop WB,13,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Highway 7 e/of New Huntington Rd,14,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Highway 50 - Zum Queen Station Stop WB,15,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,The Gore Road - Zum Queen Station Stop WB,16,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,McVean - Zum Queen Station Stop WB,17,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Goreway - Zum Queen Station Stop WB,18,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Airport Road - Zum Queen Station Stop WB,19,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Chrysler - Zum Queen Station Stop WB,20,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Torbram - Zum Queen Station Stop WB,21,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Glenvale - Zum Queen Station Stop WB,22,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea - Zum Queen Station Stop WB,23,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea Terminal- Zum Queen 501/501C EB-Departure,24,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea Terminal- Zum Queen 501 WB-Departure,25,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Dixie - Zum Queen Station Stop WB,26,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Laurelcrest - Zum Queen Station Stop WB,27,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Rutherford - Zum Queen Station Stop WB,28,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Kennedy - Zum Queen Station Stop WB,29,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Centre - Zum Queen Station Stop WB,30,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
501,Zum Queen,2,501-zum-queen-westbound-downtown-terminal-zum-quee,Downtown Terminal Zum Queen Stop,31,31,501_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-queen/510/501-zum-queen-westbound-downtown-terminal-zum-quee/2#trips,West,zum-queen,510
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,City Centre Transit Terminal - Platform L,1,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Eglinton Ave - NB (Zum Main),2,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Bristol Rd - NB (Zum Main),3,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Matheson Blvd - NB (Zum Main),4,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Britannia Rd - NB (Zum Main),5,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Courtneypark Dr - NB (Zum Main),6,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Derry Rd - NB (Zum Main),7,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,County Court South - Zum Main Station Stop NB,8,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,County Court North - Zum Main Station Stop NB,9,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Brampton Gateway Terminal Route 502 NB Stop,10,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Nanwood - Zum Main Station Stop NB,11,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Wellington - Zum Main Station Stop NB,12,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Theatre Lane - Zum Main Station Stop NB,13,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Vodden - Zum Main Station Stop NB,14,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Williams - Zum Main Station Stop NB,15,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Bovaird - Zum Main Station Stop NB,16,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Sandalwood - Zum Main Station Stop NB,17,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,1,502-zum-main-northbound-sandalwood-loop-route-502-,Sandalwood Loop - Route 502 Stop,18,18,502_1,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-northbound-sandalwood-loop-route-502-/1#trips,North,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Sandalwood Loop - Route 502 Stop,1,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Sandalwood - Zum Main Station Stop SB,2,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Bovaird - Zum Main Station Stop SB,3,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Williams - Zum Main Station Stop SB,4,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Vodden - Zum Main Station Stop SB,5,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Nelson - Zum Main Station Stop SB,6,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Wellington - Zum Main Station Stop SB,7,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Nanwood - Zum Main Station Stop SB,8,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Brampton Gateway Terminal Route 2/502 SB,9,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Sir Lou - Zum Main Station Stop SB,10,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Ray Lawson - Zum Main Station Stop SB,11,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Derry Rd (Zum),12,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Courtneypark Dr - SB (Zum Main),13,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
502,Zum Main,2,502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Britannia Rd - SB (Zum Main),14,18,502_2,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/zum-main/511/502-zum-main-southbound-mississauga-city-centre-te/2#trips,South,zum-main,511
