RT_NM,STP_NM,RT_STP_NUM,RT_NUM_STPS,RT_LINK,RT_DIR,RT_GRP,RT_NUM
brampton-gateway-terminal-route-8-stop,Centre St N at Tolton Dr,24,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St N at Vodden St E,25,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St N at Scott St,26,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St N at Church St,27,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St N at Queen St E,28,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Peel Memorial Hospital - Route 8 / 25 WB,29,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St S at Haslemere Ave,30,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Centre St n/of Hardwick Dr,31,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Sterne Ave s/of Clarence St,32,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Sterne Ave at Eldomar Ave,33,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Marsden Cres at Eldomar Ave,34,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Harper Rd n/of Golding Ave,35,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Harper Rd opp Jersey Ave,36,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Harper Rd at Bartley Bull Pky,37,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Tullamore Rd,38,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky btwn Tullamore Rd & Roberts Cres,39,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Roberts Cres,40,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Watson Cres,41,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Caledon Cres,42,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky s/of Kilmanagh Crt,43,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Orchard Dr,44,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky opp Caldwell Cres (W),45,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Erindale Cres,46,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pky at Bartley Bull Pky,47,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Bartley Bull Pkwy at Main St S,48,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
brampton-gateway-terminal-route-8-stop,Brampton Gateway Terminal Route 8 Stop,49,49,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/centre/521/brampton-gateway-terminal-route-8-stop/2#trips,West,centre,521
sun-pac-blvd-sof-williams-pkwy,Mount Pleasant GO Station  Route 9 Stop,1,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Bovaird Dr e/of Ashby Field Rd,2,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Lake Louise - Zum Bovaird Station Stop EB,3,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Bovaird Dr W e/of Pertosa Dr,4,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Chinguacousy - Zum Bovaird Station Stop EB,5,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Bovaird Dr at 831 Bovaird Dr W,6,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Fletchers Creek Blvd s/of Bovaird Dr W,7,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Fletchers Creek Blvd at Gold Hill Rd,8,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Fletchers Creek Blvd at Binder Twine Trail,9,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Fletchers Creek Blvd opp Porchlight Rd,10,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Williams Pkwy W e/of Fletchers Creek Blvd,11,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Williams Pky W e/of McLaughlin Rd N,12,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W s/of Williams Pky W,13,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W at Brookview Rd,14,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W opp Talbot St,15,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W at Pleasantview Ave,16,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W at Mill St N,17,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St W at Main St N,18,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Ken Whillans Dr,19,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Centre St N,20,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Post Rd,21,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Cumberland Dr,22,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St w/of Kennedy Rd,23,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Hansen Rd,24,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Rutherford Rd N,25,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E e/of Robwill Crt,26,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E w/of Archdekin Dr,27,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at 399 Vodden St E,28,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E e/of Lansdowne Dr,29,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Laurelcrest St,30,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Vodden St E at Howden Blvd,31,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Howden Blvd at Heath Dr,32,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Howden Blvd at Dixie Rd,33,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Howden Blvd at Hanover Rd,34,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Howden Blvd e/of Hedgeson Crt (Howden Rec Centre),35,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Howden Blvd w/of Heathcliffe Square,36,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr s/of Howden Blvd,37,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr s/of Hanover Rd,38,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Bramalea Terminal Route 9 EB/17/207 Stop,39,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr n/of Hanover Rd,40,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr n/of Howden Blvd,41,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr e/of Hilldale Cres (W),42,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr at Bramalea Rd,43,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr at Gleneaden Crt,44,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr e/of Greenarrow Crt,45,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr opp Greenbriar Rec Centre,46,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Central Park Dr at Torbram Rd,47,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Corporation Dr at Bramkay St,48,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Chrysler Dr n/of Corporation Dr,49,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Chrysler Dr at 255 Chrysler Dr,50,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Chrysler Dr at 395 Chrysler Dr,51,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Chrysler Dr at Williams Pky E,52,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Williams Pkwy at 1995 Williams Pkwy,53,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Williams Pky E at Airport Rd,54,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Williams Pky E at Spar Dr,55,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Spar Dr s/of Williams Pkwy,56,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Spar Dr n/of Ward Rd,57,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Ward Rd e/of Spar Dr,58,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Ward Rd at 73 Ward Rd,59,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Sun Pac Blvd opp Ward Rd,60,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
sun-pac-blvd-sof-williams-pkwy,Sun Pac Blvd s/of Williams Pkwy,61,61,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/sun-pac-blvd-sof-williams-pkwy/1#trips,East,vodden,522
mount-pleasant-go-station-route-9-stop,Sun Pac Blvd s/of Williams Pkwy,1,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Edvac Dr n/of Williams Pkwy,2,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Edvac Dr at 13 Edvac Dr,3,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Automatic Rd w/of Edvac Dr,4,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Automatic Rd at 38 Automatic Rd,5,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Automatic Rd at 26 Automatic Rd,6,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Automatic Rd at 16 Automatic Rd,7,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Automatic Rd at 6 Automatic Rd,8,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Williams Pky E e/of Airport Rd,9,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Williams Pky E opp 1995 Williams Pky E,10,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Chrysler Dr s/of Williams Pky E,11,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Chrysler Dr at Bramtree Crt,12,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Chrysler Dr at 250 Chrylser Dr,13,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Chrysler Dr at Corporation Dr,14,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Corporation Dr at Precidio Crt,15,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Corporation Dr at Torbram Rd,16,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr at Greenbriar Rec Centre,17,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr btwn Glenvale Blvd and Graham Crt,18,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr btwn Grenoble Blvd & Glenforest Rd,19,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr e/of Bramalea Rd,20,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr at Hilldale Cres (E),21,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr at Hilldale Cres (W),22,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr s/of Howden Blvd,23,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr s/of Hanover Rd,24,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Bramalea Terminal Route 9 WB/19/208 Stop,25,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Central Park Dr n/of Hanover Rd,26,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Howden Blvd at Hunt Club Dr,27,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Howden Blvd at Horton Cres (W),28,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Howden Blvd e/of Highview Trail,29,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Howden Blvd at Dixie Rd,30,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Howden Blvd at Leander St,31,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E w/of Howden Blvd,32,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E at Leeward Dr,33,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E w/of Lakeridge Dr,34,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E at Hwy 410,35,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E at Archdekin Dr,36,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E at Century Gardens,37,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
mount-pleasant-go-station-route-9-stop,Vodden St E at Rutherford Rd N,38,62,https://www.triplinx.ca/en/route-schedules/6/RouteSchedules/vodden/522/mount-pleasant-go-station-route-9-stop/2#trips,West,vodden,522
