index,TRIP_ID,RT_ID,RT_NAME,RT_VER,STP_NM,RT_ID_VER,RT_DIR,RT_GRP,RT_GRP_NUM,RT_STP_NUM,RT_NUM_STPS,ROUTE_ID,V_ID,STP_ARV_TM,DATA_TYPE,NXT_STP_NM,DTS_2_NXT_STP,STP_ARV_DTTM
0,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr s/of Seymour Rd,18_2,South,dixie,473,4,78,18-345,619,1716444359.0,IE,Russell Creek Dr n/of Inspire Blvd,0.39,2024-05-23 02:05:59-04:00
0,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr n/of Inspire Blvd,18_2,South,dixie,473,5,78,18-345,619,1716444410.0,CE,Russell Creek Dr s/of Dolbyhill Dr,0.36,2024-05-23 02:06:50-04:00
1,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr s/of Dolbyhill Dr,18_2,South,dixie,473,6,78,18-345,619,1716444466.0,IE,Russell Creek Dr n/of Countryside Dr,0.17,2024-05-23 02:07:46-04:00
1,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr n/of Countryside Dr,18_2,South,dixie,473,7,78,18-345,619,1716444500.0,CE,Countryside Dr e/of Blackstone River Dr,0.25,2024-05-23 02:08:20-04:00
2,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Countryside Dr e/of Blackstone River Dr,18_2,South,dixie,473,8,78,18-345,619,1716444546.0,CE,Dixie Rd at Countryside Dr,0.34,2024-05-23 02:09:06-04:00
2,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Countryside Dr,18_2,South,dixie,473,9,78,18-345,619,1716444569.0,IE,Dixie Rd n/of Templehill Rd,0.29,2024-05-23 02:09:29-04:00
3,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Templehill Rd,18_2,South,dixie,473,10,78,18-345,619,1716444604.0,IE,Dixie Rd n/of Naperton Dr,0.25,2024-05-23 02:10:04-04:00
3,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Naperton Dr,18_2,South,dixie,473,11,78,18-345,619,1716444645.0,CE,Dixie Rd n/of Octillo Blvd,0.36,2024-05-23 02:10:45-04:00
4,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Octillo Blvd,18_2,South,dixie,473,12,78,18-345,619,1716444674.0,IE,Dixie Rd s/of Sandalwood Pky E,0.57,2024-05-23 02:11:14-04:00
5,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Sandalwood Pky E,18_2,South,dixie,473,13,78,18-345,619,1716444701.0,IE,Dixie Rd at Springtown Trail,0.32,2024-05-23 02:11:41-04:00
4,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Springtown Trail,18_2,South,dixie,473,14,78,18-345,619,1716444737.0,CE,Dixie Rd btwn Springtown Trail and Peter Robertson,0.26,2024-05-23 02:12:17-04:00
6,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Springtown Trail and Peter Robertson,18_2,South,dixie,473,15,78,18-345,619,1716444781.0,IE,Dixie Rd n/of Guru Nanak St,0.34,2024-05-23 02:13:01-04:00
6,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Guru Nanak St,18_2,South,dixie,473,16,78,18-345,619,1716444816.0,CE,Dixie Rd at 10078 Dixie Rd,0.39,2024-05-23 02:13:36-04:00
7,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at 10078 Dixie Rd,18_2,South,dixie,473,17,78,18-345,619,1716444846.0,IE,Dixie Rd s/of Bovaird Dr E,0.32,2024-05-23 02:14:06-04:00
7,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Bovaird Dr E,18_2,South,dixie,473,18,78,18-345,619,1716444867.0,CE,Dixie Rd at Northcliffe St,0.29,2024-05-23 02:14:27-04:00
8,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Northcliffe St,18_2,South,dixie,473,19,78,18-345,619,1716444881.0,CE,Dixie Rd btwn Northcliffe St and North Park Dr,0.18,2024-05-23 02:14:41-04:00
8,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Northcliffe St and North Park Dr,18_2,South,dixie,473,20,78,18-345,619,1716444904.0,IE,Dixie Rd s/of North Park Dr,0.27,2024-05-23 02:15:04-04:00
9,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of North Park Dr,18_2,South,dixie,473,21,78,18-345,619,1716444939.0,CE,Dixie Rd at Northampton St,0.35,2024-05-23 02:15:39-04:00
9,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Northampton St,18_2,South,dixie,473,22,78,18-345,619,1716444966.0,IE,Dixie Rd s/of Williams Pky E,0.35,2024-05-23 02:16:06-04:00
10,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Williams Pky E,18_2,South,dixie,473,23,78,18-345,619,1716445004.0,IE,Dixie Rd at Lascelles Blvd,0.22,2024-05-23 02:16:44-04:00
10,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Lascelles Blvd,18_2,South,dixie,473,24,78,18-345,619,1716445047.0,CE,Dixie Rd opp Crescent Hill Dr (S),0.39,2024-05-23 02:17:27-04:00
12,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd opp Crescent Hill Dr (S),18_2,South,dixie,473,25,78,18-345,619,1716445074.0,CE,Dixie Rd at Howden Blvd,0.25,2024-05-23 02:17:54-04:00
11,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Howden Blvd,18_2,South,dixie,473,26,78,18-345,619,1716445098.0,IE,Dixie Rd at Hazelwood Dr,0.19,2024-05-23 02:18:18-04:00
13,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Hazelwood Dr,18_2,South,dixie,473,27,78,18-345,619,1716445126.0,CE,Dixie Rd at Hillside Dr (n/of Queen St E),0.32,2024-05-23 02:18:46-04:00
12,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Hillside Dr (n/of Queen St E),18_2,South,dixie,473,28,78,18-345,619,1716445142.0,IE,Dixie Rd at Lisa St,0.42,2024-05-23 02:19:02-04:00
14,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Lisa St,18_2,South,dixie,473,29,78,18-345,619,1716445192.0,CE,Clark Blvd at Braemar Dr,0.45,2024-05-23 02:19:52-04:00
13,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd at Braemar Dr,18_2,South,dixie,473,30,78,18-345,619,1716445240.0,IE,Clark Blvd at Briar Path,0.23,2024-05-23 02:20:40-04:00
15,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd at Briar Path,18_2,South,dixie,473,31,78,18-345,619,1716445280.0,CE,Clark Blvd w/of Central Park Dr,0.31,2024-05-23 02:21:20-04:00
14,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd w/of Central Park Dr,18_2,South,dixie,473,32,78,18-345,619,1716445310.0,IE,Central Park Dr n/of Clark Blvd,0.25,2024-05-23 02:21:50-04:00
16,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr n/of Clark Blvd,18_2,South,dixie,473,33,78,18-345,619,1716445319.0,CE,Knightsbridge Rd w/of Central Park Drive,0.13,2024-05-23 02:21:59-04:00
17,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Knightsbridge Rd w/of Central Park Drive,18_2,South,dixie,473,34,78,18-345,619,1716445327.0,CE,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,0.13,2024-05-23 02:22:07-04:00
15,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,18_2,South,dixie,473,35,78,18-345,619,1716445344.0,IE,Bramalea Terminal Route 18 SB Stop,0.17,2024-05-23 02:22:24-04:00
18,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Bramalea Terminal Route 18 SB Stop,18_2,South,dixie,473,36,78,18-345,619,1716445504.0,CE,Central Park Dr at Knightsbridge Rd,0.24,2024-05-23 02:25:04-04:00
19,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr at Knightsbridge Rd,18_2,South,dixie,473,37,78,18-345,619,1716445584.0,CE,Central Park Dr s/of Knightsbridge Rd,0.12,2024-05-23 02:26:24-04:00
20,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr s/of Knightsbridge Rd,18_2,South,dixie,473,38,78,18-345,619,1716445855.0,CE,Clark Blvd w/of Peel Centre Dr,0.41,2024-05-23 02:30:55-04:00
16,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd w/of Peel Centre Dr,18_2,South,dixie,473,39,78,18-345,619,1716445966.0,IE,Dixie Rd s/of Clark Blvd,0.51,2024-05-23 02:32:46-04:00
21,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Clark Blvd,18_2,South,dixie,473,40,78,18-345,619,1716446003.0,CE,Dixie Rd at Terese Rd,0.3,2024-05-23 02:33:23-04:00
17,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Terese Rd,18_2,South,dixie,473,41,78,18-345,619,1716446065.0,IE,Dixie Rd at Balmoral Dr (Rogers),0.35,2024-05-23 02:34:25-04:00
23,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Balmoral Dr (Rogers),18_2,South,dixie,473,42,78,18-345,619,1716446125.0,CE,Dixie Rd n/of Orenda Rd,0.41,2024-05-23 02:35:25-04:00
18,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Orenda Rd,18_2,South,dixie,473,43,78,18-345,619,1716446175.0,IE,Dixie Rd s/of Orenda Rd (N),0.33,2024-05-23 02:36:15-04:00
19,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Orenda Rd (N),18_2,South,dixie,473,44,78,18-345,619,1716446180.0,IE,Dixie Rd at Orenda Rd (S),0.19,2024-05-23 02:36:20-04:00
24,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Orenda Rd (S),18_2,South,dixie,473,45,78,18-345,619,1716446207.0,CE,Dixie Rd btwn Orenda Rd & Steeles Ave E,0.32,2024-05-23 02:36:47-04:00
25,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Orenda Rd & Steeles Ave E,18_2,South,dixie,473,46,78,18-345,619,1716446238.0,CE,Dixie Rd n/of Steeles Ave E,0.37,2024-05-23 02:37:18-04:00
20,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Steeles Ave E,18_2,South,dixie,473,47,78,18-345,619,1716446254.0,IE,Dixie Rd s/of Steeles Ave E,0.24,2024-05-23 02:37:34-04:00
26,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Steeles Ave E,18_2,South,dixie,473,48,78,18-345,619,1716446285.0,CE,Dixie Rd at Advance Blvd,0.42,2024-05-23 02:38:05-04:00
21,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Advance Blvd,18_2,South,dixie,473,49,78,18-345,619,1716446302.0,IE,Dixie Rd at Drew Rd,1.57,2024-05-23 02:38:22-04:00
22,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Drew Rd,18_2,South,dixie,473,50,78,18-345,619,1716446448.0,IE,Dixie Rd at 7080 Dixie Rd,0.52,2024-05-23 02:40:48-04:00
23,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at 7080 Dixie Rd,18_2,South,dixie,473,51,78,18-345,619,1716446467.0,IE,Dixie Rd at Derry Rd,0.32,2024-05-23 02:41:07-04:00
27,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Derry Rd,18_2,South,dixie,473,52,78,18-345,619,1716446533.0,CE,Dixie Rd at Director Gate,0.6,2024-05-23 02:42:13-04:00
28,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Director Gate,18_2,South,dixie,473,53,78,18-345,619,1716446594.0,CE,Dixie Rd at Mid-way Blvd,0.55,2024-05-23 02:43:14-04:00
24,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Mid-way Blvd,18_2,South,dixie,473,54,78,18-345,619,1716446630.0,IE,Dixie Rd n/of Courtneypark Dr,0.75,2024-05-23 02:43:50-04:00
25,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Courtneypark Dr,18_2,South,dixie,473,55,78,18-345,619,1716446682.0,IE,Dixie Rd n/of Meyerside Dr,0.47,2024-05-23 02:44:42-04:00
26,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Meyerside Dr,18_2,South,dixie,473,56,78,18-345,619,1716446705.0,IE,Meyerside Dr at Ordan Dr,0.2,2024-05-23 02:45:05-04:00
30,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Ordan Dr,18_2,South,dixie,473,57,78,18-345,619,1716446740.0,CE,Meyerside Dr at Vipond Dr,0.33,2024-05-23 02:45:40-04:00
27,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Vipond Dr,18_2,South,dixie,473,58,78,18-345,619,1716446762.0,IE,Meyerside Dr at Shawson Dr,0.35,2024-05-23 02:46:02-04:00
31,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Shawson Dr,18_2,South,dixie,473,59,78,18-345,619,1716446813.0,CE,Meyerside Dr at Tomken Rd,0.47,2024-05-23 02:46:53-04:00
28,23922929-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Tomken Rd,18_2,South,dixie,473,60,78,18-345,619,1716446851.0,IE,--,0.0,2024-05-23 02:47:31-04:00
29,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Mayfield Rd w/of Russell Creek Dr,18_2,South,dixie,473,3,78,18-345,1105,1716440554.0,IE,Russell Creek Dr s/of Seymour Rd,0.28,2024-05-23 01:02:34-04:00
32,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr s/of Seymour Rd,18_2,South,dixie,473,4,78,18-345,1105,1716440598.0,CE,Russell Creek Dr n/of Inspire Blvd,0.39,2024-05-23 01:03:18-04:00
30,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr n/of Inspire Blvd,18_2,South,dixie,473,5,78,18-345,1105,1716440629.0,IE,Russell Creek Dr s/of Dolbyhill Dr,0.36,2024-05-23 01:03:49-04:00
31,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr s/of Dolbyhill Dr,18_2,South,dixie,473,6,78,18-345,1105,1716440686.0,IE,Russell Creek Dr n/of Countryside Dr,0.17,2024-05-23 01:04:46-04:00
33,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Russell Creek Dr n/of Countryside Dr,18_2,South,dixie,473,7,78,18-345,1105,1716440721.0,CE,Countryside Dr e/of Blackstone River Dr,0.25,2024-05-23 01:05:21-04:00
32,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Countryside Dr e/of Blackstone River Dr,18_2,South,dixie,473,8,78,18-345,1105,1716440745.0,IE,Dixie Rd at Countryside Dr,0.34,2024-05-23 01:05:45-04:00
33,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Countryside Dr,18_2,South,dixie,473,9,78,18-345,1105,1716440799.0,IE,Dixie Rd n/of Templehill Rd,0.29,2024-05-23 01:06:39-04:00
34,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Templehill Rd,18_2,South,dixie,473,10,78,18-345,1105,1716440830.0,CE,Dixie Rd n/of Naperton Dr,0.25,2024-05-23 01:07:10-04:00
35,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Naperton Dr,18_2,South,dixie,473,11,78,18-345,1105,1716440876.0,CE,Dixie Rd n/of Octillo Blvd,0.36,2024-05-23 01:07:56-04:00
34,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Octillo Blvd,18_2,South,dixie,473,12,78,18-345,1105,1716440913.0,IE,Dixie Rd s/of Sandalwood Pky E,0.57,2024-05-23 01:08:33-04:00
35,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Sandalwood Pky E,18_2,South,dixie,473,13,78,18-345,1105,1716440963.0,IE,Dixie Rd at Springtown Trail,0.32,2024-05-23 01:09:23-04:00
36,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Springtown Trail,18_2,South,dixie,473,14,78,18-345,1105,1716440982.0,CE,Dixie Rd btwn Springtown Trail and Peter Robertson,0.26,2024-05-23 01:09:42-04:00
36,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Springtown Trail and Peter Robertson,18_2,South,dixie,473,15,78,18-345,1105,1716441005.0,IE,Dixie Rd n/of Guru Nanak St,0.34,2024-05-23 01:10:05-04:00
38,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Guru Nanak St,18_2,South,dixie,473,16,78,18-345,1105,1716441037.0,CE,Dixie Rd at 10078 Dixie Rd,0.39,2024-05-23 01:10:37-04:00
37,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at 10078 Dixie Rd,18_2,South,dixie,473,17,78,18-345,1105,1716441065.0,IE,Dixie Rd s/of Bovaird Dr E,0.32,2024-05-23 01:11:05-04:00
39,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Bovaird Dr E,18_2,South,dixie,473,18,78,18-345,1105,1716441092.0,CE,Dixie Rd at Northcliffe St,0.29,2024-05-23 01:11:32-04:00
40,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Northcliffe St,18_2,South,dixie,473,19,78,18-345,1105,1716441109.0,CE,Dixie Rd btwn Northcliffe St and North Park Dr,0.18,2024-05-23 01:11:49-04:00
38,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Northcliffe St and North Park Dr,18_2,South,dixie,473,20,78,18-345,1105,1716441138.0,IE,Dixie Rd s/of North Park Dr,0.27,2024-05-23 01:12:18-04:00
41,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of North Park Dr,18_2,South,dixie,473,21,78,18-345,1105,1716441186.0,CE,Dixie Rd at Northampton St,0.35,2024-05-23 01:13:06-04:00
39,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Northampton St,18_2,South,dixie,473,22,78,18-345,1105,1716441224.0,IE,Dixie Rd s/of Williams Pky E,0.35,2024-05-23 01:13:44-04:00
40,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Williams Pky E,18_2,South,dixie,473,23,78,18-345,1105,1716441264.0,IE,Dixie Rd at Lascelles Blvd,0.22,2024-05-23 01:14:24-04:00
42,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Lascelles Blvd,18_2,South,dixie,473,24,78,18-345,1105,1716441307.0,CE,Dixie Rd opp Crescent Hill Dr (S),0.39,2024-05-23 01:15:07-04:00
41,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd opp Crescent Hill Dr (S),18_2,South,dixie,473,25,78,18-345,1105,1716441331.0,IE,Dixie Rd at Howden Blvd,0.25,2024-05-23 01:15:31-04:00
42,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Howden Blvd,18_2,South,dixie,473,26,78,18-345,1105,1716441372.0,IE,Dixie Rd at Hazelwood Dr,0.19,2024-05-23 01:16:12-04:00
44,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Hazelwood Dr,18_2,South,dixie,473,27,78,18-345,1105,1716441402.0,CE,Dixie Rd at Hillside Dr (n/of Queen St E),0.32,2024-05-23 01:16:42-04:00
43,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Hillside Dr (n/of Queen St E),18_2,South,dixie,473,28,78,18-345,1105,1716441420.0,IE,Dixie Rd at Lisa St,0.42,2024-05-23 01:17:00-04:00
44,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Lisa St,18_2,South,dixie,473,29,78,18-345,1105,1716441500.0,IE,Clark Blvd at Braemar Dr,0.45,2024-05-23 01:18:20-04:00
45,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd at Braemar Dr,18_2,South,dixie,473,30,78,18-345,1105,1716441603.0,IE,Clark Blvd at Briar Path,0.23,2024-05-23 01:20:03-04:00
45,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd at Briar Path,18_2,South,dixie,473,31,78,18-345,1105,1716441634.0,CE,Clark Blvd w/of Central Park Dr,0.31,2024-05-23 01:20:34-04:00
46,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd w/of Central Park Dr,18_2,South,dixie,473,32,78,18-345,1105,1716441657.0,IE,Central Park Dr n/of Clark Blvd,0.25,2024-05-23 01:20:57-04:00
46,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr n/of Clark Blvd,18_2,South,dixie,473,33,78,18-345,1105,1716441665.0,CE,Knightsbridge Rd w/of Central Park Drive,0.13,2024-05-23 01:21:05-04:00
47,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Knightsbridge Rd w/of Central Park Drive,18_2,South,dixie,473,34,78,18-345,1105,1716441673.0,CE,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,0.13,2024-05-23 01:21:13-04:00
47,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,18_2,South,dixie,473,35,78,18-345,1105,1716441689.0,IE,Bramalea Terminal Route 18 SB Stop,0.17,2024-05-23 01:21:29-04:00
48,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Bramalea Terminal Route 18 SB Stop,18_2,South,dixie,473,36,78,18-345,1105,1716441799.0,CE,Central Park Dr at Knightsbridge Rd,0.24,2024-05-23 01:23:19-04:00
49,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr at Knightsbridge Rd,18_2,South,dixie,473,37,78,18-345,1105,1716441853.0,CE,Central Park Dr s/of Knightsbridge Rd,0.12,2024-05-23 01:24:13-04:00
50,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Central Park Dr s/of Knightsbridge Rd,18_2,South,dixie,473,38,78,18-345,1105,1716442039.0,CE,Clark Blvd w/of Peel Centre Dr,0.41,2024-05-23 01:27:19-04:00
51,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Clark Blvd w/of Peel Centre Dr,18_2,South,dixie,473,39,78,18-345,1105,1716442271.0,CE,Dixie Rd s/of Clark Blvd,0.51,2024-05-23 01:31:11-04:00
48,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Clark Blvd,18_2,South,dixie,473,40,78,18-345,1105,1716442347.0,IE,Dixie Rd at Terese Rd,0.3,2024-05-23 01:32:27-04:00
49,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Terese Rd,18_2,South,dixie,473,41,78,18-345,1105,1716442367.0,IE,Dixie Rd at Balmoral Dr (Rogers),0.35,2024-05-23 01:32:47-04:00
52,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Balmoral Dr (Rogers),18_2,South,dixie,473,42,78,18-345,1105,1716442436.0,CE,Dixie Rd n/of Orenda Rd,0.41,2024-05-23 01:33:56-04:00
50,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Orenda Rd,18_2,South,dixie,473,43,78,18-345,1105,1716442494.0,IE,Dixie Rd s/of Orenda Rd (N),0.33,2024-05-23 01:34:54-04:00
51,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Orenda Rd (N),18_2,South,dixie,473,44,78,18-345,1105,1716442528.0,IE,Dixie Rd at Orenda Rd (S),0.19,2024-05-23 01:35:28-04:00
53,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Orenda Rd (S),18_2,South,dixie,473,45,78,18-345,1105,1716442548.0,CE,Dixie Rd btwn Orenda Rd & Steeles Ave E,0.32,2024-05-23 01:35:48-04:00
52,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd btwn Orenda Rd & Steeles Ave E,18_2,South,dixie,473,46,78,18-345,1105,1716442560.0,IE,Dixie Rd n/of Steeles Ave E,0.37,2024-05-23 01:36:00-04:00
53,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Steeles Ave E,18_2,South,dixie,473,47,78,18-345,1105,1716442610.0,IE,Dixie Rd s/of Steeles Ave E,0.24,2024-05-23 01:36:50-04:00
54,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd s/of Steeles Ave E,18_2,South,dixie,473,48,78,18-345,1105,1716442663.0,CE,Dixie Rd at Advance Blvd,0.58,2024-05-23 01:37:43-04:00
55,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Advance Blvd,18_2,South,dixie,473,49,78,18-345,1105,1716442793.0,CE,Dixie Rd at Drew Rd,1.42,2024-05-23 01:39:53-04:00
54,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Drew Rd,18_2,South,dixie,473,50,78,18-345,1105,1716442815.0,IE,Dixie Rd at 7080 Dixie Rd,0.52,2024-05-23 01:40:15-04:00
55,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at 7080 Dixie Rd,18_2,South,dixie,473,51,78,18-345,1105,1716442823.0,IE,Dixie Rd at Derry Rd,0.32,2024-05-23 01:40:23-04:00
57,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Derry Rd,18_2,South,dixie,473,52,78,18-345,1105,1716442886.0,CE,Dixie Rd at Director Gate,0.6,2024-05-23 01:41:26-04:00
58,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Director Gate,18_2,South,dixie,473,53,78,18-345,1105,1716442943.0,CE,Dixie Rd at Mid-way Blvd,0.55,2024-05-23 01:42:23-04:00
56,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd at Mid-way Blvd,18_2,South,dixie,473,54,78,18-345,1105,1716442977.0,IE,Dixie Rd n/of Courtneypark Dr,0.75,2024-05-23 01:42:57-04:00
57,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Courtneypark Dr,18_2,South,dixie,473,55,78,18-345,1105,1716443035.0,IE,Dixie Rd n/of Meyerside Dr,0.47,2024-05-23 01:43:55-04:00
58,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Dixie Rd n/of Meyerside Dr,18_2,South,dixie,473,56,78,18-345,1105,1716443035.0,IE,Meyerside Dr at Ordan Dr,0.2,2024-05-23 01:43:55-04:00
60,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Ordan Dr,18_2,South,dixie,473,57,78,18-345,1105,1716443062.0,CE,Meyerside Dr at Vipond Dr,0.33,2024-05-23 01:44:22-04:00
61,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Vipond Dr,18_2,South,dixie,473,58,78,18-345,1105,1716443091.0,CE,Meyerside Dr at Shawson Dr,0.35,2024-05-23 01:44:51-04:00
59,23922935-240429-MULTI-Weekday-01,18,Dixie,2,Meyerside Dr at Shawson Dr,18_2,South,dixie,473,59,78,18-345,1105,1716443108.0,IE,Meyerside Dr at Tomken Rd,0.47,2024-05-23 01:45:08-04:00
